state	pathogen	test_result	state_code	country	2021-11-06	2021-11-13	2021-11-20	2021-11-27	2021-12-04	2021-12-11	2021-12-18	2021-12-25	2022-01-01	2022-01-08	2022-01-15	2022-01-22	2022-01-29	2022-02-05	2022-02-12	2022-02-19	2022-02-26	2022-03-05	2022-03-12	2022-03-19	2022-03-26	2022-04-02	2022-04-09	2022-04-16	2022-04-23	2022-04-30	2022-05-07	2022-05-14	2022-05-21	2022-05-28	2022-06-04	2022-06-11	2022-06-18	2022-06-25	2022-07-02	2022-07-09	2022-07-16	2022-07-23	2022-07-30	2022-08-06	2022-08-13	2022-08-20	2022-08-27	2022-09-03	2022-09-10	2022-09-17	2022-09-24	2022-10-01	2022-10-08	2022-10-15	2022-10-22	2022-10-29	2022-11-05	2022-11-12	2022-11-19	2022-11-26	2022-12-03	2022-12-10	2022-12-17	2022-12-24	2022-12-31	2023-01-07	2023-01-14	2023-01-21	2023-01-28	2023-02-04	2023-02-11	2023-02-18	2023-02-25	2023-03-04	2023-03-11	2023-03-18	2023-03-25	2023-04-01	2023-04-08	2023-04-15	2023-04-22	2023-04-29	2023-05-06	2023-05-13	2023-05-20	2023-05-27	2023-06-03	2023-06-10	2023-06-17	2023-06-24	2023-07-01	2023-07-08	2023-07-15	2023-07-22	2023-07-29	2023-08-05	2023-08-12	2023-08-19	2023-08-26
Piauí	BAC	Pos	PI	Brazil																																																																																															
Piauí	COVS	Pos	PI	Brazil																																																																																															
Piauí	FLUA	Pos	PI	Brazil																																																																																															
Piauí	FLUB	Pos	PI	Brazil																																																																																															
Piauí	META	Pos	PI	Brazil																																																																																															
Piauí	PARA	Pos	PI	Brazil																																																																																															
Piauí	RINO	Pos	PI	Brazil																																																																																															
Piauí	SC2	Pos	PI	Brazil													0.7085427136																																																																																		
Piauí	VSR	Pos	PI	Brazil																																																																																															
Rio Grande do Norte	ADENO	Pos	RN	Brazil																																																																																															
Rio Grande do Norte	BAC	Pos	RN	Brazil																																																																																															
Rio Grande do Norte	COVS	Pos	RN	Brazil																																																																																															
Rio Grande do Norte	FLUA	Pos	RN	Brazil																																																																																															
Rio Grande do Norte	FLUB	Pos	RN	Brazil																																																																																															
Rio Grande do Norte	META	Pos	RN	Brazil																																																																																															
Rio Grande do Norte	PARA	Pos	RN	Brazil																																																																																															
Rio Grande do Norte	RINO	Pos	RN	Brazil																																																																																															
Rio Grande do Norte	SC2	Pos	RN	Brazil										0.2941176471	0.4198895028	0.5963855422	0.6318082789	0.5887850467	0.3619631902	0.1348314607	0.0576923077				0.0192307692	0.0000000000	0.0156250000								0.3103448276	0.3888888889	0.3932584270	0.3650793651	0.4112149533	0.4923076923	0.3773584906																		0.4081632653	0.5593220339	0.5307692308	0.5270270270	0.3414634146																																				
Rio Grande do Norte	VSR	Pos	RN	Brazil																																																																																															
Rio Grande do Sul	ADENO	Pos	RS	Brazil																																																																																															
Rio Grande do Sul	BAC	Pos	RS	Brazil																																																																																															
Rio Grande do Sul	COVS	Pos	RS	Brazil																																																																																															
Rio Grande do Sul	FLUA	Pos	RS	Brazil										0.2097560976	0.0777777778	0.0519480519	0.0196078431																0.2068965517	0.1341463415	0.2682926829	0.1764705882	0.2105263158	0.1917808219	0.1770833333	0.1551724138	0.1346153846																																								0.1935483871	0.2280701754	0.2533333333	0.2970297030	0.2320000000	0.2272727273	0.1444444444												
Rio Grande do Sul	FLUB	Pos	RS	Brazil										0.0000000000	0.0000000000	0.0000000000																		0.0000000000	0.0000000000	0.0000000000		0.0000000000	0.0000000000		0.0000000000																																								0.1500000000	0.1272727273	0.0540540541	0.1400000000	0.1487603306	0.1192052980	0.0337078652												
Rio Grande do Sul	META	Pos	RS	Brazil																																																																																															
Rio Grande do Sul	PARA	Pos	RS	Brazil																																																																																															
Rio Grande do Sul	RINO	Pos	RS	Brazil																																																																																															
Rio Grande do Sul	SC2	Pos	RS	Brazil									0.4210526316	0.4107776702	0.4240267895	0.4826678368	0.4805876180	0.4264026403	0.3755383290	0.3524684271	0.2624671916	0.1674876847	0.1501706485	0.1489028213	0.1054977712	0.1100671141	0.1480519481	0.2118421053	0.2061459667	0.2497560976	0.3137065637	0.3858543417	0.4045329670	0.4088995791	0.3595588235	0.3330689929	0.3329831933	0.3220174588	0.2779816514	0.2994699647	0.3096836050	0.2869287991	0.3193960511	0.2773333333	0.1993720565	0.2024432810	0.1572327044	0.1465295630	0.0881355932	0.0437710438	0.0654205607	0.0540540541	0.0925925926	0.0576923077	0.0696517413	0.0781893004	0.1470588235	0.2172619048	0.3149350649	0.3258785942	0.4278959811	0.4052953157	0.3716075157	0.4193548387	0.3369175627	0.2415458937	0.2026143791	0.1538461538	0.0808080808	0.0506329114	0.0609756098	0.1165048544	0.0526315789	0.1627906977	0.1587301587	0.2247191011	0.2487562189	0.2829268293	0.3333333333	0.2342007435	0.1902654867	0.1692307692	0.0965517241	0.0813008130	0.0702479339	0.0716981132	0.0571428571	0.0333333333	0.0370370370	0.0491803279	0.0392156863	0.0754716981							
Rio Grande do Sul	VSR	Pos	RS	Brazil																																																																																0.2131147541	0.1372549020	0.1578947368													
Rio de Janeiro	ADENO	Pos	RJ	Brazil																																																																																															
Rio de Janeiro	BAC	Pos	RJ	Brazil																																																																																															
Rio de Janeiro	COVS	Pos	RJ	Brazil																																																																																															
Rio de Janeiro	FLUA	Pos	RJ	Brazil										0.0833333333	0.0146137787	0.0173281163	0.0042016807	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0277777778	0.0000000000	0.0000000000	0.0000000000				0.0000000000	0.0119047619	0.0000000000	0.0080000000	0.0000000000	0.0063694268	0.0079365079	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0144927536		0.0172413793					0.0192307692					0.2238805970	0.1829268293	0.2197802198	0.2631578947	0.1388888889	0.1157407407		0.0551724138	0.0375000000	0.0000000000	0.1153846154					0.0112359551				0.0000000000	0.0000000000	0.0121951220	0.0136986301	0.0510204082	0.0816326531	0.0318471338	0.1172413793	0.0946745562	0.1351351351	0.1658536585	0.1379310345	0.1788079470	0.1589743590	0.1459459459	0.1616766467	0.1261261261	0.0569105691	0.0380952381	0.1000000000	0.0434782609	0.0097087379	0.0000000000	0.0000000000	0.0000000000			
Rio de Janeiro	FLUB	Pos	RJ	Brazil										0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0280373832	0.0000000000	0.0000000000	0.0000000000				0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0066666667	0.0081300813	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000		0.0000000000					0.0000000000					0.0000000000	0.0121951220	0.0000000000	0.0000000000	0.0000000000	0.0048076923		0.0000000000	0.0000000000	0.0000000000						0.0000000000				0.0333333333	0.0588235294	0.1707317073	0.0563380282	0.1020408163	0.0890410959	0.1089743590	0.1180555556	0.0650887574	0.0559440559	0.0294117647	0.0416666667	0.0397350993	0.0358974359	0.0604395604	0.0359281437	0.0450450450	0.0243902439	0.0285714286	0.0000000000	0.0326086957	0.0490196078	0.0106382979	0.0281690141	0.0000000000			
Rio de Janeiro	META	Pos	RJ	Brazil																																																																																															
Rio de Janeiro	PARA	Pos	RJ	Brazil																																																																																															
Rio de Janeiro	RINO	Pos	RJ	Brazil																																																																																															
Rio de Janeiro	SC2	Pos	RJ	Brazil					0.0344383650	0.0072702598	0.0056767254	0.0337114052	0.2043623079	0.4769496914	0.5202672204	0.5892961024	0.4831133540	0.3008691511	0.1339901478	0.0859801091	0.0467568187	0.0289296046	0.0312601758	0.0341726619	0.0245369257	0.0252958923	0.0313185092	0.0531434526	0.0652027027	0.0915032680	0.1213689963	0.1785389512	0.2066452929	0.2795212766	0.3279039863	0.3979381443	0.4622467772	0.4488647390	0.3951255539	0.3192994274	0.2480680062	0.1962592202	0.1412263536	0.1313578063	0.0995334370	0.0746268657	0.0342019544	0.0332594235	0.0387596899	0.0606758833	0.0354664611	0.0402476780	0.0531220876	0.0770811922	0.1394759087	0.2433823529	0.3122580645	0.4454342984	0.4653279786	0.3899204244	0.3327495622	0.2673667205	0.2082051282	0.2189119171	0.1803097345	0.1541125541	0.1086235489	0.1194644696	0.0949895616	0.1401425178	0.1632420091	0.1799387443	0.2855007474	0.2678635548	0.3060617330	0.2870855148	0.2528625954	0.1922348485	0.1572871573	0.1169014085	0.1129518072	0.0778625954	0.0794701987	0.0850515464	0.0623869801	0.0528673835	0.0362400906	0.0263788969	0.0434173669	0.0503778338	0.0313901345	0.0118343195	0.0326797386	0.0166666667	0.0219780220	0.0804597701			0.2125000000
Rio de Janeiro	VSR	Pos	RJ	Brazil												0.0019181586	0.0032840722	0.0000000000	0.0000000000	0.0066225166	0.0113636364	0.0000000000	0.0967741935	0.0410958904		0.0481927711					0.2272727273	0.2435897436	0.1559633028	0.1219512195	0.1071428571	0.0510204082	0.0750000000	0.0675675676		0.0181818182	0.0161290323													0.0000000000	0.0000000000	0.0000000000		0.0000000000		0.0000000000	0.0000000000							0.0348837209				0.0892857143		0.1216216216	0.0967741935	0.2298850575	0.2720000000	0.2803030303	0.2635658915	0.3137254902	0.3111111111	0.1925133690	0.1791044776	0.1702127660	0.1387283237	0.1097560976	0.1013513514	0.1134020619	0.0636363636	0.0808080808	0.0400000000	0.0561797753	0.0631578947	0.0795454545	0.0294117647	0.0175438596			
Rondônia	ADENO	Pos	RO	Brazil																																																																																															
Rondônia	BAC	Pos	RO	Brazil																																																																																															
Rondônia	COVS	Pos	RO	Brazil																																																																																															
Rondônia	FLUA	Pos	RO	Brazil																																																																																															
Rondônia	FLUB	Pos	RO	Brazil																																																																																															
Rondônia	META	Pos	RO	Brazil																																																																																															
Rondônia	PARA	Pos	RO	Brazil																																																																																															
Rondônia	RINO	Pos	RO	Brazil																																																																																															
Rondônia	SC2	Pos	RO	Brazil																																		0.2162162162	0.3861386139	0.3870967742																																																											
Rondônia	VSR	Pos	RO	Brazil																																																																																															
Roraima	ADENO	Pos	RR	Brazil																																																																																															
Roraima	BAC	Pos	RR	Brazil																																																																																															
Roraima	COVS	Pos	RR	Brazil																																																																																															
Roraima	FLUA	Pos	RR	Brazil																																																																																															
Roraima	FLUB	Pos	RR	Brazil																																																																																															
Roraima	META	Pos	RR	Brazil																																																																																															
Roraima	PARA	Pos	RR	Brazil																																																																																															
Roraima	RINO	Pos	RR	Brazil																																																																																															
Roraima	SC2	Pos	RR	Brazil													0.6777777778	0.4227642276	0.2615384615																	0.0952380952	0.3495145631	0.3966942149	0.4576923077	0.3981481481	0.3432835821	0.3500000000	0.2181818182																0.3209876543	0.3096774194	0.2307692308																																						
Roraima	VSR	Pos	RR	Brazil																																																																																															
Santa Catarina	ADENO	Pos	SC	Brazil																																																																																															
Santa Catarina	BAC	Pos	SC	Brazil																																																																																															
Santa Catarina	BOCA	Pos	SC	Brazil																																																																																															
Santa Catarina	COVS	Pos	SC	Brazil																																																																																															
Santa Catarina	ENTERO	Pos	SC	Brazil																																																																																															
Santa Catarina	FLUA	Pos	SC	Brazil																																					0.1186440678																																				0.1333333333	0.2297297297	0.2380952381	0.2962962963	0.2739726027	0.1818181818	0.1687500000	0.1902173913	0.0972972973	0.0837438424	0.0769230769	0.0708661417	0.0283018868	0.0581395349	0.0000000000	0.0312500000	0.0114942529	0.0178571429		0.0377358491			
Santa Catarina	FLUB	Pos	SC	Brazil																																					0.0000000000																																				0.0333333333	0.0945945946	0.0666666667	0.0592592593	0.0730593607	0.0252525253	0.0937500000	0.0652173913	0.0864864865	0.0837438424	0.0692307692	0.0787401575	0.0754716981	0.0581395349	0.0458715596	0.0625000000	0.0459770115	0.0357142857		0.0377358491			
Santa Catarina	META	Pos	SC	Brazil																																																																																															
Santa Catarina	PARA	Pos	SC	Brazil																																																																																															
Santa Catarina	RINO	Pos	SC	Brazil																																																																																															
Santa Catarina	SC2	Pos	SC	Brazil					0.0266666667	0.0714285714			0.2797202797	0.4764776840	0.5616438356	0.4616457462	0.3202416918	0.3977055449	0.3461538462	0.2589285714	0.2307692308	0.1479289941	0.1216216216	0.0379746835	0.0833333333	0.0992907801	0.1272727273	0.2371794872	0.1631205674	0.1888888889	0.2613636364	0.2618181818	0.2767527675	0.2664359862	0.2983870968	0.2229965157	0.2644628099	0.2028985507	0.2980769231	0.1018276762	0.1376623377	0.1309904153	0.1189710611	0.0631970260	0.1590106007	0.1083032491	0.1580882353	0.0974358974	0.0816326531	0.0359897172	0.0190476190	0.0364963504	0.0153846154	0.0614525140	0.0252365931	0.0563798220	0.0444444444	0.1059322034	0.1719457014	0.2189239332	0.2947214076	0.1996779388	0.1540229885	0.1902985075	0.1290650407	0.0837138508	0.0390492360	0.0355871886		0.1071428571		0.0723684211	0.0829145729	0.1136890951	0.1017699115	0.0887245841	0.1150592217	0.1370078740	0.1084598698	0.1118530885	0.1139240506	0.1033057851	0.0838574423	0.0809917355	0.0887245841	0.1047619048	0.0638297872	0.0643939394	0.0750000000	0.0687022901	0.0551470588	0.0436893204	0.0756756757	0.0238095238	0.0322580645	0.0161290323	0.0206185567	0.0467289720	0.0720000000
Santa Catarina	VSR	Pos	SC	Brazil																																					0.0172413793																																								0.0784313725			0.0909090909		0.0370370370													
Sergipe	ADENO	Pos	SE	Brazil																																																																																															
Sergipe	BAC	Pos	SE	Brazil																																																																																															
Sergipe	COVS	Pos	SE	Brazil																																																																																															
Sergipe	FLUA	Pos	SE	Brazil																																																																																															
Sergipe	FLUB	Pos	SE	Brazil																																																																																															
Sergipe	META	Pos	SE	Brazil																																																																																															
Sergipe	PARA	Pos	SE	Brazil																																																																																															
Sergipe	RINO	Pos	SE	Brazil																																																																																															
Sergipe	SC2	Pos	SE	Brazil														0.7758620690																																																																																	
Sergipe	VSR	Pos	SE	Brazil																																																																																															
São Paulo	ADENO	Pos	SP	Brazil										0.0074626866	0.0094786730	0.0232558140	0.0093457944	0.0526315789	0.0000000000	0.0434782609	0.0222222222	0.0405405405	0.0389610390	0.0714285714	0.0784313725	0.0787401575	0.0505050505	0.0894308943	0.0526315789	0.0640000000	0.0397350993	0.1000000000	0.0971428571	0.0988372093	0.1261682243	0.1566820276	0.1979166667	0.2030456853	0.2012578616	0.2086330935	0.2129629630	0.2631578947	0.3043478261	0.2643678161	0.2551020408	0.2959183673	0.2608695652	0.2258064516	0.3018867925	0.3414634146	0.1931818182	0.2560386473	0.2390243902	0.2397260274	0.2013888889	0.1959459459	0.1554054054	0.1147540984	0.1224489796	0.0568181818	0.1230769231	0.0909090909	0.1065573770	0.0695652174	0.0632911392	0.0500000000	0.1052631579	0.0172413793	0.0000000000	0.0151515152	0.0243902439	0.0297029703	0.0379746835	0.0256410256	0.0458715596	0.0280373832	0.0593220339	0.0451127820	0.0272727273	0.0357142857	0.0674157303	0.0608695652	0.0439560440	0.0277777778	0.0384615385	0.0317460317	0.0168067227	0.0223880597	0.0157480315	0.0347826087	0.0540540541	0.0465116279	0.0169491525	0.0483870968	0.0363636364	0.0144927536	0.0312500000	0.0243902439	0.0526315789
São Paulo	BAC	Pos	SP	Brazil										0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0067567568	0.0067567568	0.0163934426	0.0000000000	0.0000000000	0.0153846154	0.0069930070	0.0245901639	0.0173913043	0.0000000000	0.0000000000	0.0131578947	0.0172413793	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0093457944	0.0000000000	0.0375939850	0.0090909091	0.0000000000	0.0224719101	0.0173913043	0.0109890110	0.0092592593	0.0076923077	0.0079365079	0.0000000000	0.0149253731	0.0078740157	0.0173913043	0.0090090090	0.0116279070	0.0000000000	0.0483870968	0.0000000000	0.0289855072	0.0156250000	0.0000000000	0.0131578947
São Paulo	BOCA	Pos	SP	Brazil																																																																																															
São Paulo	COVS	Pos	SP	Brazil										0.0111940299	0.0094786730	0.0058139535	0.0000000000	0.0000000000	0.0153846154	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0101010101	0.0000000000	0.0000000000	0.0080000000	0.0132450331	0.0000000000	0.0228571429	0.0116279070	0.0373831776	0.0322580645	0.0520833333	0.0812182741	0.0880503145	0.1510791367	0.1574074074	0.1315789474	0.0978260870	0.0689655172	0.1632653061	0.1326530612	0.1130434783	0.1370967742	0.0754716981	0.0853658537	0.1022727273	0.0724637681	0.0585365854	0.0616438356	0.0694444444	0.0608108108	0.0810810811	0.0655737705	0.0612244898	0.0568181818	0.0692307692	0.0559440559	0.0245901639	0.0347826087	0.0632911392	0.0000000000	0.0131578947	0.0172413793	0.0000000000	0.0303030303	0.0243902439	0.0297029703	0.0126582278	0.0170940171	0.0183486239	0.0093457944	0.0084745763	0.0150375940	0.0454545455	0.0238095238	0.0224719101	0.0086956522	0.0329670330	0.0833333333	0.0846153846	0.1111111111	0.1092436975	0.0970149254	0.0944881890	0.1043478261	0.1081081081	0.0813953488	0.0508474576	0.0483870968	0.1272727273	0.0289855072	0.1250000000	0.0365853659	0.0526315789
São Paulo	ENTERO	Pos	SP	Brazil																																																																																															
São Paulo	FLUA	Pos	SP	Brazil									0.2835538752	0.1994067753	0.0875275452	0.0623255814	0.0378831695	0.0169246646	0.0113384274	0.0088728229	0.0073359073	0.0080917060	0.0078078078	0.0033422460	0.0028409091	0.0028105677	0.0070838253	0.0061919505	0.0054413543	0.0042328042	0.0047120419	0.0047972089	0.0033741038	0.0163876024	0.0138093634	0.0141762452	0.0154075547	0.0189596500	0.0303030303	0.0238693467	0.0327034884	0.0358667805	0.0534069982	0.0307845084	0.0329067642	0.0609939759	0.1003436426	0.1897574124	0.3220069863	0.3710745567	0.4183303085	0.3924395947	0.3557968302	0.2703069357	0.1963586531	0.1424388203	0.0922074668	0.0616766467	0.0430733411	0.0401994391	0.0365093500	0.0491543340	0.0368589744	0.0342857143	0.0289975145	0.0409181637	0.0627027027	0.0497237569	0.0629139073	0.0624486442	0.0588235294	0.0489633877	0.0627737226	0.0696933493	0.0826055313	0.0747950820	0.0888331941	0.0985313752	0.1076097888	0.1176262805	0.1436022253	0.1612802983	0.1906962415	0.1572838073	0.1664185770	0.1762405280	0.1655095807	0.1803760282	0.1354065436	0.1439214358	0.1101813110	0.0850873265	0.0580404686	0.0450571621	0.0417598807	0.0283737024	0.0203086921	0.0141643059	0.0155642023
São Paulo	FLUB	Pos	SP	Brazil									0.0047528517	0.0039462457	0.0086564140	0.0014353755	0.0011063695	0.0011343013	0.0002724796	0.0000000000	0.0000000000	0.0000000000	0.0016877637	0.0000000000	0.0025575448	0.0018315018	0.0010881393	0.0000000000	0.0010548523	0.0009132420	0.0008650519	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0034071550	0.0000000000	0.0011668611	0.0013003901	0.0000000000	0.0016286645	0.0000000000	0.0000000000	0.0014204545	0.0047003525	0.0033305579	0.0013015184	0.0037125431	0.0006104074	0.0004561350	0.0007327081	0.0007869368	0.0006939625	0.0017743980	0.0006271558	0.0002606882	0.0004168404	0.0000000000	0.0027210884	0.0024732069	0.0008396306	0.0051652893	0.0091623037	0.0118518519	0.0288624788	0.0293367347	0.0685618729	0.0901339829	0.0939597315	0.1039119804	0.1025477707	0.1367521368	0.1182481752	0.1237756011	0.1276595745	0.1211367673	0.1098162259	0.0939437291	0.0722891566	0.0623709211	0.0569568755	0.0413223140	0.0365157855	0.0306709265	0.0265068991	0.0216579537	0.0196581197	0.0189104007	0.0178055823	0.0110837438	0.0131578947	0.0187793427	0.0091836735	0.0133333333	0.0086526576	0.0087241003	0.0061224490
São Paulo	META	Pos	SP	Brazil										0.0074626866	0.0142180095	0.0000000000	0.0373831776	0.0263157895	0.0307692308	0.0217391304	0.0444444444	0.0675675676	0.0909090909	0.1000000000	0.1470588235	0.1811023622	0.2323232323	0.3252032520	0.2763157895	0.2480000000	0.1986754967	0.1473684211	0.1200000000	0.0697674419	0.0607476636	0.0506912442	0.0468750000	0.0253807107	0.0125786164	0.0143884892	0.0185185185	0.0131578947	0.0108695652	0.0344827586	0.0000000000	0.0306122449	0.0000000000	0.0080645161	0.0094339623	0.0000000000	0.0056818182	0.0096618357	0.0097560976	0.0205479452	0.0277777778	0.0540540541	0.0067567568	0.0327868852	0.0510204082	0.0340909091	0.0230769231	0.0209790210	0.0409836066	0.0521739130	0.0759493671	0.0375000000	0.0263157895	0.0862068966	0.0476190476	0.0454545455	0.0487804878	0.0099009901	0.0886075949	0.0683760684	0.0733944954	0.0747663551	0.0847457627	0.0375939850	0.0454545455	0.0833333333	0.0449438202	0.0956521739	0.0989010989	0.0833333333	0.0923076923	0.0317460317	0.0672268908	0.0746268657	0.0629921260	0.0521739130	0.1351351351	0.1162790698	0.0338983051	0.0645161290	0.0181818182	0.0869565217	0.0781250000	0.0487804878	0.0263157895
São Paulo	PARA	Pos	SP	Brazil										0.0223880597	0.0331753555	0.0348837209	0.0280373832	0.0263157895	0.0153846154	0.0108695652	0.0333333333	0.0270270270	0.0259740260	0.0285714286	0.0098039216	0.0393700787	0.0303030303	0.0650406504	0.1118421053	0.0800000000	0.0596026490	0.0578947368	0.1085714286	0.1918604651	0.1869158879	0.1474654378	0.0989583333	0.1116751269	0.0691823899	0.0647482014	0.0648148148	0.0394736842	0.0543478261	0.0689655172	0.0408163265	0.0408163265	0.0521739130	0.0322580645	0.0471698113	0.0365853659	0.0511363636	0.0386473430	0.0487804878	0.0890410959	0.0763888889	0.0878378378	0.0608108108	0.0546448087	0.0561224490	0.0681818182	0.0769230769	0.0699300699	0.1065573770	0.0521739130	0.0506329114	0.0625000000	0.0921052632	0.1034482759	0.0317460317	0.0606060606	0.0731707317	0.0297029703	0.0506329114	0.0940170940	0.0642201835	0.0560747664	0.0847457627	0.0751879699	0.0454545455	0.1547619048	0.1123595506	0.0869565217	0.0439560440	0.0277777778	0.1153846154	0.0793650794	0.0588235294	0.0522388060	0.0393700787	0.0260869565	0.0900900901	0.0348837209	0.0338983051	0.0806451613	0.0545454545	0.0579710145	0.0312500000	0.0487804878	0.0526315789
São Paulo	RINO	Pos	SP	Brazil										0.0783582090	0.0379146919	0.0755813953	0.0841121495	0.0657894737	0.1230769231	0.3695652174	0.4666666667	0.3783783784	0.3506493506	0.3857142857	0.4019607843	0.6062992126	0.4040404040	0.3252032520	0.2960526316	0.3040000000	0.3046357616	0.3263157895	0.4228571429	0.3372093023	0.3317757009	0.2488479263	0.2239583333	0.2588832487	0.2327044025	0.1438848921	0.2037037037	0.2236842105	0.2065217391	0.2413793103	0.2653061224	0.3265306122	0.3739130435	0.2741935484	0.3113207547	0.2743902439	0.2556818182	0.2898550725	0.3219512195	0.2465753425	0.2569444444	0.3310810811	0.2770270270	0.2896174863	0.2704081633	0.1875000000	0.2538461538	0.2517482517	0.1803278689	0.3130434783	0.2405063291	0.1125000000	0.1578947368	0.1379310345	0.2857142857	0.2727272727	0.3658536585	0.3861386139	0.3291139241	0.2393162393	0.2660550459	0.3644859813	0.2966101695	0.2706766917	0.3090909091	0.3333333333	0.1573033708	0.2869565217	0.1978021978	0.1944444444	0.2153846154	0.2936507937	0.2689075630	0.2238805970	0.2283464567	0.2086956522	0.2792792793	0.3953488372	0.2542372881	0.2741935484	0.2181818182	0.2608695652	0.3125000000	0.3780487805	0.4868421053
São Paulo	SC2	Pos	SP	Brazil					0.0252549781	0.0184696570	0.0231839258	0.0875202593	0.2486494829	0.4003576903	0.4384493747	0.5122396254	0.4681396287	0.3680230823	0.2952506937	0.2134355726	0.1061590330	0.0674909256	0.0471599361	0.0313322318	0.0355504587	0.0407387060	0.0572219468	0.0744726279	0.0945201111	0.1231442993	0.1664671962	0.2226014646	0.2793872794	0.3494948613	0.3817143525	0.4147127369	0.4530930864	0.4360145755	0.3927189242	0.3209049016	0.2714865963	0.2030222694	0.1512871834	0.1152552736	0.0834869001	0.0587378994	0.0431211499	0.0335234145	0.0273437500	0.0268531229	0.0231299213	0.0273175542	0.0332290430	0.0504273504	0.1047925108	0.1987944397	0.3185840708	0.3799342105	0.3749747049	0.3340531685	0.2790043290	0.2405994550	0.2326718009	0.2396859606	0.2220638032	0.1732608696	0.1530236635	0.1378029711	0.1511627907	0.1759859772	0.2181028240	0.2345395766	0.2868657642	0.2894777986	0.2704322122	0.2576003050	0.2307759909	0.1710649838	0.1228523924	0.0936240381	0.0759009462	0.0726770929	0.0631407648	0.0532238443	0.0441635456	0.0398238209	0.0361570248	0.0339087546	0.0280402316	0.0296624616	0.0312292359	0.0318972659	0.0465225564	0.0445783133	0.0741421569	0.0719467956	0.0928297055	0.1408290744	0.1379474940
São Paulo	VSR	Pos	SP	Brazil										0.1414141414	0.1097372488	0.0093654434	0.0107477704	0.0168018540	0.0234756098	0.0313901345	0.0345153664	0.0816505707	0.0729709605	0.0763665595	0.1236462094	0.1044577512	0.1225114855	0.1536502547	0.1644844517	0.1347305389	0.1393442623	0.1203821656	0.1078313253	0.1012101210	0.0823293173	0.0699631773	0.0744027304	0.0594771242	0.0593990217	0.0652173913	0.0467726848	0.0343716434	0.0389937107	0.0265957447	0.0245614035	0.0344827586	0.0226600985	0.0288640596	0.0304687500	0.0262970860	0.0277008310	0.0408602151	0.0621057739	0.0981468771	0.1282051282	0.1879321182	0.1759622938	0.1652131783	0.1836874572	0.1503716409	0.1688988095	0.1941666667	0.2069256757	0.1867179981	0.1705729167	0.1621621622	0.1156583630	0.0826210826	0.1045045045	0.1054263566	0.0583613917	0.0661512027	0.0791208791	0.0786618445	0.0841666667	0.0955149502	0.1127348643	0.1216216216	0.1327116212	0.1483474251	0.1573643411	0.1250000000	0.1119885140	0.1051948052	0.0936073059	0.0715574263	0.0642140468	0.0759592796	0.0785545954	0.0709515860	0.0589135425	0.0826996198	0.0984682713	0.0670103093	0.0853658537	0.0737588652	0.0438756856	0.0326594090	0.0404040404
Tocantins	ADENO	Pos	TO	Brazil																																																																																															
Tocantins	BAC	Pos	TO	Brazil																																																																																															
Tocantins	COVS	Pos	TO	Brazil																																																																																															
Tocantins	FLUA	Pos	TO	Brazil																																																																																															
Tocantins	FLUB	Pos	TO	Brazil																																																																																															
Tocantins	META	Pos	TO	Brazil																																																																																															
Tocantins	PARA	Pos	TO	Brazil																																																																																															
Tocantins	RINO	Pos	TO	Brazil																																																																																															
Tocantins	SC2	Pos	TO	Brazil										0.2622549020	0.2974203338	0.4719271624	0.4984520124	0.4598698482	0.3312883436	0.2478991597	0.1237113402	0.0392156863	0.0526315789	0.0634920635	0.0126582278	0.0285714286	0.0298507463			0.1132075472	0.0740740741		0.2352941176	0.1515151515	0.3068181818	0.2093023256	0.3820224719	0.2415730337	0.3537414966	0.2685185185	0.3181818182	0.3064516129	0.3921568627																		0.2727272727	0.2416666667	0.3571428571	0.2950819672																																			
Tocantins	VSR	Pos	TO	Brazil																																																																																															
