CD_MUN,CD_UF,SIGLA_UF,NM_UF,NM_UF_NORM,NM_MUN,NM_MUN_NORM,REGIAO,lat,long
2413805,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Taboleiro Grande,TABOLEIRO GRANDE,NORDESTE,-5.935838063493522,-38.05115143471508
2413904,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Taipu,TAIPU,NORDESTE,-5.596702251071514,-35.585205765071265
2414001,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Tangará,TANGARA,NORDESTE,-6.216973770820766,-35.83529182646494
2414100,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Tenente Ananias,TENENTE ANANIAS,NORDESTE,-6.4406141463263324,-38.16388910034623
2414159,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Tenente Laurentino Cruz,TENENTE LAURENTINO CRUZ,NORDESTE,-6.159083245813441,-36.7226953907137
2414209,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Tibau do Sul,TIBAU DO SUL,NORDESTE,-6.241687725736298,-35.099817521326926
2414308,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Timbaúba dos Batistas,TIMBAUBA DOS BATISTAS,NORDESTE,-6.477690658965037,-37.2472074046035
2414407,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Touros,TOUROS,NORDESTE,-5.281010738522736,-35.60796964796164
2414456,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Triunfo Potiguar,TRIUNFO POTIGUAR,NORDESTE,-5.9183928229108504,-37.151552557979635
2414506,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Umarizal,UMARIZAL,NORDESTE,-5.991980206468326,-37.83261093191318
2414605,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Upanema,UPANEMA,NORDESTE,-5.6100935422658935,-37.29196536873841
2414704,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Várzea,VARZEA,NORDESTE,-6.351456226135527,-35.368391967467545
2414753,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Venha-Ver,VENHA VER,NORDESTE,-6.320718577498852,-38.52677977770593
2414803,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Vera Cruz,VERA CRUZ,NORDESTE,-6.037194737521347,-35.43552771969311
2414902,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Viçosa,VICOSA,NORDESTE,-5.987056149787064,-37.95502441073305
2415008,24,RN,Rio Grande do Norte,RIO GRANDE DO NORTE,Vila Flor,VILA FLOR,NORDESTE,-6.302818393250005,-35.08706228496829
2500106,25,PB,Paraíba,PARAIBA,Água Branca,AGUA BRANCA,NORDESTE,-7.470487717019224,-37.66262187804321
2500205,25,PB,Paraíba,PARAIBA,Aguiar,AGUIAR,NORDESTE,-7.074081793646098,-38.21377921660735
2500304,25,PB,Paraíba,PARAIBA,Alagoa Grande,ALAGOA GRANDE,NORDESTE,-7.05907201931985,-35.60284228935391
2500403,25,PB,Paraíba,PARAIBA,Alagoa Nova,ALAGOA NOVA,NORDESTE,-7.06164337238424,-35.76691739646196
2500502,25,PB,Paraíba,PARAIBA,Alagoinha,ALAGOINHA,NORDESTE,-6.961968167791973,-35.52221373129485
2500536,25,PB,Paraíba,PARAIBA,Alcantil,ALCANTIL,NORDESTE,-7.6899103523938495,-36.0467116079035
2500577,25,PB,Paraíba,PARAIBA,Algodão de Jandaíra,ALGODAO DE JANDAIRA,NORDESTE,-6.8879318640423595,-35.97225350828689
2500601,25,PB,Paraíba,PARAIBA,Alhandra,ALHANDRA,NORDESTE,-7.348619713659554,-34.9333231640079
2500700,25,PB,Paraíba,PARAIBA,São João do Rio do Peixe,SAO JOAO DO RIO DO PEIXE,NORDESTE,-6.732738515298181,-38.41784944412779
2500734,25,PB,Paraíba,PARAIBA,Amparo,AMPARO,NORDESTE,-7.560650079578043,-37.03935554644045
2500775,25,PB,Paraíba,PARAIBA,Aparecida,APARECIDA,NORDESTE,-6.789340183340017,-38.06795563606677
2500809,25,PB,Paraíba,PARAIBA,Araçagi,ARACAGI,NORDESTE,-6.861220926328624,-35.35445823247047
2500908,25,PB,Paraíba,PARAIBA,Arara,ARARA,NORDESTE,-6.858067693932455,-35.731297711688725
2501005,25,PB,Paraíba,PARAIBA,Araruna,ARARUNA,NORDESTE,-6.52423620050842,-35.75506390061896
2501104,25,PB,Paraíba,PARAIBA,Areia,AREIA,NORDESTE,-6.950344408920294,-35.70535992438318
2501153,25,PB,Paraíba,PARAIBA,Areia de Baraúnas,AREIA DE BARAUNAS,NORDESTE,-7.1118754128388115,-36.961875459891246
2501203,25,PB,Paraíba,PARAIBA,Areial,AREIAL,NORDESTE,-7.049226585984936,-35.93148018078332
2501302,25,PB,Paraíba,PARAIBA,Aroeiras,AROEIRAS,NORDESTE,-7.535584229480508,-35.69092636928325
2501351,25,PB,Paraíba,PARAIBA,Assunção,ASSUNCAO,NORDESTE,-7.073611459870847,-36.710283970910744
2501401,25,PB,Paraíba,PARAIBA,Baía da Traição,BAIA DA TRAICAO,NORDESTE,-6.663119840908726,-34.98879933274743
2501500,25,PB,Paraíba,PARAIBA,Bananeiras,BANANEIRAS,NORDESTE,-6.700177005565207,-35.59626701919821
2501534,25,PB,Paraíba,PARAIBA,Baraúna,BARAUNA,NORDESTE,-6.620581247186919,-36.26139825514418
2501575,25,PB,Paraíba,PARAIBA,Barra de Santana,BARRA DE SANTANA,NORDESTE,-7.56483706187624,-35.966067516633125
2501609,25,PB,Paraíba,PARAIBA,Barra de Santa Rosa,BARRA DE SANTA ROSA,NORDESTE,-6.791168923729677,-36.07601555303601
2501708,25,PB,Paraíba,PARAIBA,Barra de São Miguel,BARRA DE SAO MIGUEL,NORDESTE,-7.700355934139992,-36.28657437223515
2501807,25,PB,Paraíba,PARAIBA,Bayeux,BAYEUX,NORDESTE,-7.131734548084447,-34.9219466367306
2501906,25,PB,Paraíba,PARAIBA,Belém,BELEM,NORDESTE,-6.705303333132667,-35.4982337956037
2502003,25,PB,Paraíba,PARAIBA,Belém do Brejo do Cruz,BELEM DO BREJO DO CRUZ,NORDESTE,-6.14898129432958,-37.3659173135557
2502052,25,PB,Paraíba,PARAIBA,Bernardino Batista,BERNARDINO BATISTA,NORDESTE,-6.481063847027065,-38.55576760098537
2502102,25,PB,Paraíba,PARAIBA,Boa Ventura,BOA VENTURA,NORDESTE,-7.431062613309631,-38.18828267455839
2502151,25,PB,Paraíba,PARAIBA,Boa Vista,BOA VISTA,NORDESTE,-7.271665015337928,-36.21868140781228
2502201,25,PB,Paraíba,PARAIBA,Bom Jesus,BOM JESUS,NORDESTE,-6.822779475641076,-38.630206738004254
2502300,25,PB,Paraíba,PARAIBA,Bom Sucesso,BOM SUCESSO,NORDESTE,-6.474820966507083,-37.94778521631184
2502409,25,PB,Paraíba,PARAIBA,Bonito de Santa Fé,BONITO DE SANTA FE,NORDESTE,-7.289281938234375,-38.478189708999146
2502508,25,PB,Paraíba,PARAIBA,Boqueirão,BOQUEIRAO,NORDESTE,-7.506596295808175,-36.1498740521965
2502607,25,PB,Paraíba,PARAIBA,Igaracy,IGARACY,NORDESTE,-7.15520697807403,-38.12457510724673
2502706,25,PB,Paraíba,PARAIBA,Borborema,BORBOREMA,NORDESTE,-6.794074482663596,-35.60123386253166
2502805,25,PB,Paraíba,PARAIBA,Brejo do Cruz,BREJO DO CRUZ,NORDESTE,-6.329716141179343,-37.49700409482085
2502904,25,PB,Paraíba,PARAIBA,Brejo dos Santos,BREJO DOS SANTOS,NORDESTE,-6.398442118671661,-37.84655475547618
2503001,25,PB,Paraíba,PARAIBA,Caaporã,CAAPORA,NORDESTE,-7.486769260605172,-34.91893970421996
2503100,25,PB,Paraíba,PARAIBA,Cabaceiras,CABACEIRAS,NORDESTE,-7.4510073642770775,-36.29889609833563
2503209,25,PB,Paraíba,PARAIBA,Cabedelo,CABEDELO,NORDESTE,-7.027743647009228,-34.84756649279474
2503308,25,PB,Paraíba,PARAIBA,Cachoeira dos Índios,CACHOEIRA DOS INDIOS,NORDESTE,-6.946006403837843,-38.69565278467297
2503407,25,PB,Paraíba,PARAIBA,Cacimba de Areia,CACIMBA DE AREIA,NORDESTE,-7.13873420633353,-37.17362143516873
2503506,25,PB,Paraíba,PARAIBA,Cacimba de Dentro,CACIMBA DE DENTRO,NORDESTE,-6.624581774319566,-35.81368324434857
2503555,25,PB,Paraíba,PARAIBA,Cacimbas,CACIMBAS,NORDESTE,-7.209450796742829,-37.09041095221074
2503605,25,PB,Paraíba,PARAIBA,Caiçara,CAICARA,NORDESTE,-6.606275565634605,-35.41172487204795
2503704,25,PB,Paraíba,PARAIBA,Cajazeiras,CAJAZEIRAS,NORDESTE,-6.919851657107762,-38.54098916795768
2503753,25,PB,Paraíba,PARAIBA,Cajazeirinhas,CAJAZEIRINHAS,NORDESTE,-6.958976609536894,-37.803416948572306
2503803,25,PB,Paraíba,PARAIBA,Caldas Brandão,CALDAS BRANDAO,NORDESTE,-7.1210627962184905,-35.33921975210185
2503902,25,PB,Paraíba,PARAIBA,Camalaú,CAMALAU,NORDESTE,-7.8998453389337095,-36.797170240456644
2504009,25,PB,Paraíba,PARAIBA,Campina Grande,CAMPINA GRANDE,NORDESTE,-7.263553430911804,-35.9656588712548
2504033,25,PB,Paraíba,PARAIBA,Capim,CAPIM,NORDESTE,-6.900766495312325,-35.1686501408892
2504074,25,PB,Paraíba,PARAIBA,Caraúbas,CARAUBAS,NORDESTE,-7.774098303337641,-36.502483213614966
2504108,25,PB,Paraíba,PARAIBA,Carrapateira,CARRAPATEIRA,NORDESTE,-7.044461345069595,-38.33753938738197
2504157,25,PB,Paraíba,PARAIBA,Casserengue,CASSERENGUE,NORDESTE,-6.755035068316305,-35.84317270296277
2504207,25,PB,Paraíba,PARAIBA,Catingueira,CATINGUEIRA,NORDESTE,-7.138490065925668,-37.59077297332452
2504306,25,PB,Paraíba,PARAIBA,Catolé do Rocha,CATOLE DO ROCHA,NORDESTE,-6.321104290694433,-37.704469333005314
2504355,25,PB,Paraíba,PARAIBA,Caturité,CATURITE,NORDESTE,-7.415963683409228,-36.05770231976884
2504405,25,PB,Paraíba,PARAIBA,Conceição,CONCEICAO,NORDESTE,-7.5037632840723605,-38.5283205650767
2504504,25,PB,Paraíba,PARAIBA,Condado,CONDADO,NORDESTE,-6.904953869107527,-37.61546719362058
2504603,25,PB,Paraíba,PARAIBA,Conde,CONDE,NORDESTE,-7.282029931494334,-34.86065351337674
2504702,25,PB,Paraíba,PARAIBA,Congo,CONGO,NORDESTE,-7.795037497129712,-36.646531822817416
2504801,25,PB,Paraíba,PARAIBA,Coremas,COREMAS,NORDESTE,-7.050476334576835,-37.975307365672144
2504850,25,PB,Paraíba,PARAIBA,Coxixola,COXIXOLA,NORDESTE,-7.645249921643997,-36.63416313779349
2504900,25,PB,Paraíba,PARAIBA,Cruz do Espírito Santo,CRUZ DO ESPIRITO SANTO,NORDESTE,-7.1489710614076625,-35.10274801117949
2505006,25,PB,Paraíba,PARAIBA,Cubati,CUBATI,NORDESTE,-6.860507641703498,-36.32665812796189
2505105,25,PB,Paraíba,PARAIBA,Cuité,CUITE,NORDESTE,-6.5486129959002675,-36.07830582151333
2505204,25,PB,Paraíba,PARAIBA,Cuitegi,CUITEGI,NORDESTE,-6.899191210109311,-35.52280726501824
2505238,25,PB,Paraíba,PARAIBA,Cuité de Mamanguape,CUITE DE MAMANGUAPE,NORDESTE,-6.9059913727843245,-35.25207676259594
2505279,25,PB,Paraíba,PARAIBA,Curral de Cima,CURRAL DE CIMA,NORDESTE,-6.733838080535123,-35.284745861596484
2505303,25,PB,Paraíba,PARAIBA,Curral Velho,CURRAL VELHO,NORDESTE,-7.537773664005812,-38.167923594700746
2505352,25,PB,Paraíba,PARAIBA,Damião,DAMIAO,NORDESTE,-6.643331996319097,-35.93008683579043
2505402,25,PB,Paraíba,PARAIBA,Desterro,DESTERRO,NORDESTE,-7.300092199219493,-37.09289848933021
2505501,25,PB,Paraíba,PARAIBA,Vista Serrana,VISTA SERRANA,NORDESTE,-6.757044452430343,-37.575464816978574
2505600,25,PB,Paraíba,PARAIBA,Diamante,DIAMANTE,NORDESTE,-7.423745042102293,-38.31554237437571
2505709,25,PB,Paraíba,PARAIBA,Dona Inês,DONA INES,NORDESTE,-6.609426222815692,-35.64825074024193
2505808,25,PB,Paraíba,PARAIBA,Duas Estradas,DUAS ESTRADAS,NORDESTE,-6.720807548711172,-35.39561176973923
2505907,25,PB,Paraíba,PARAIBA,Emas,EMAS,NORDESTE,-7.086601521281293,-37.74504480206684
2506004,25,PB,Paraíba,PARAIBA,Esperança,ESPERANCA,NORDESTE,-6.998173964573573,-35.89031754567004
2506103,25,PB,Paraíba,PARAIBA,Fagundes,FAGUNDES,NORDESTE,-7.39123582528405,-35.780070906535855
2506202,25,PB,Paraíba,PARAIBA,Frei Martinho,FREI MARTINHO,NORDESTE,-6.414501569496947,-36.449713438344524
2506251,25,PB,Paraíba,PARAIBA,Gado Bravo,GADO BRAVO,NORDESTE,-7.589765677140816,-35.812420292170266
2506301,25,PB,Paraíba,PARAIBA,Guarabira,GUARABIRA,NORDESTE,-6.877847965073569,-35.448015220101084
2506400,25,PB,Paraíba,PARAIBA,Gurinhém,GURINHEM,NORDESTE,-7.149610111790223,-35.435893238405356
2506509,25,PB,Paraíba,PARAIBA,Gurjão,GURJAO,NORDESTE,-7.261493771412818,-36.457813043363714
2506608,25,PB,Paraíba,PARAIBA,Ibiara,IBIARA,NORDESTE,-7.49192465183349,-38.403902999937976
2506707,25,PB,Paraíba,PARAIBA,Imaculada,IMACULADA,NORDESTE,-7.370861410875616,-37.55816473513029
2506806,25,PB,Paraíba,PARAIBA,Ingá,INGA,NORDESTE,-7.27850200350138,-35.62106389179843
2506905,25,PB,Paraíba,PARAIBA,Itabaiana,ITABAIANA,NORDESTE,-7.348409874527264,-35.3542673099255
2507002,25,PB,Paraíba,PARAIBA,Itaporanga,ITAPORANGA,NORDESTE,-7.286483552360269,-38.18641931888027
2507101,25,PB,Paraíba,PARAIBA,Itapororoca,ITAPOROROCA,NORDESTE,-6.810156152791183,-35.257111624372335
2507200,25,PB,Paraíba,PARAIBA,Itatuba,ITATUBA,NORDESTE,-7.405064552333807,-35.647139960660134
2507309,25,PB,Paraíba,PARAIBA,Jacaraú,JACARAU,NORDESTE,-6.59575505199681,-35.268280588227206
2507408,25,PB,Paraíba,PARAIBA,Jericó,JERICO,NORDESTE,-6.508703411066116,-37.817215038423086
2507507,25,PB,Paraíba,PARAIBA,João Pessoa,JOAO PESSOA,NORDESTE,-7.165465401596831,-34.869531430203295
2507606,25,PB,Paraíba,PARAIBA,Juarez Távora,JUAREZ TAVORA,NORDESTE,-7.159223572418565,-35.570587813637886
2507705,25,PB,Paraíba,PARAIBA,Juazeirinho,JUAZEIRINHO,NORDESTE,-7.0549302782531615,-36.558472714630014
2507804,25,PB,Paraíba,PARAIBA,Junco do Seridó,JUNCO DO SERIDO,NORDESTE,-6.991289383260877,-36.77447680925933
2507903,25,PB,Paraíba,PARAIBA,Juripiranga,JURIPIRANGA,NORDESTE,-7.355000236790851,-35.21364567636345
2508000,25,PB,Paraíba,PARAIBA,Juru,JURU,NORDESTE,-7.501794055605155,-37.80316519250397
2508109,25,PB,Paraíba,PARAIBA,Lagoa,LAGOA,NORDESTE,-6.587554638252531,-37.88816460399714
2508208,25,PB,Paraíba,PARAIBA,Lagoa de Dentro,LAGOA DE DENTRO,NORDESTE,-6.678903774291783,-35.36130508065637
2508307,25,PB,Paraíba,PARAIBA,Lagoa Seca,LAGOA SECA,NORDESTE,-7.1462470679512355,-35.86632472228631
2508406,25,PB,Paraíba,PARAIBA,Lastro,LASTRO,NORDESTE,-6.552575475141503,-38.18004752157856
2508505,25,PB,Paraíba,PARAIBA,Livramento,LIVRAMENTO,NORDESTE,-7.340579136061936,-36.93103908690956
2508554,25,PB,Paraíba,PARAIBA,Logradouro,LOGRADOURO,NORDESTE,-6.554377977788319,-35.427248968528644
2508604,25,PB,Paraíba,PARAIBA,Lucena,LUCENA,NORDESTE,-6.918883187085726,-34.91224272180898
2508703,25,PB,Paraíba,PARAIBA,Mãe d'Água,MAE DAGUA,NORDESTE,-7.248132974089141,-37.43989651166589
2508802,25,PB,Paraíba,PARAIBA,Malta,MALTA,NORDESTE,-6.883698074934611,-37.53010283835018
2508901,25,PB,Paraíba,PARAIBA,Mamanguape,MAMANGUAPE,NORDESTE,-6.720742614905181,-35.155890981817855
2509008,25,PB,Paraíba,PARAIBA,Manaíra,MANAIRA,NORDESTE,-7.724913273715396,-38.20484991852782
2509057,25,PB,Paraíba,PARAIBA,Marcação,MARCACAO,NORDESTE,-6.747510332690074,-35.005648305401465
2509107,25,PB,Paraíba,PARAIBA,Mari,MARI,NORDESTE,-7.037548774217446,-35.30589146240208
2509156,25,PB,Paraíba,PARAIBA,Marizópolis,MARIZOPOLIS,NORDESTE,-6.821596981297222,-38.33666894691786
2509206,25,PB,Paraíba,PARAIBA,Massaranduba,MASSARANDUBA,NORDESTE,-7.200758480319477,-35.75596296304852
2509305,25,PB,Paraíba,PARAIBA,Mataraca,MATARACA,NORDESTE,-6.556319956628895,-35.04392104318911
2509339,25,PB,Paraíba,PARAIBA,Matinhas,MATINHAS,NORDESTE,-7.118376720525188,-35.771677464808086
2509370,25,PB,Paraíba,PARAIBA,Mato Grosso,MATO GROSSO,NORDESTE,-6.548059775444548,-37.73730085091747
2509396,25,PB,Paraíba,PARAIBA,Maturéia,MATUREIA,NORDESTE,-7.2843004995914695,-37.35879739846843
2509404,25,PB,Paraíba,PARAIBA,Mogeiro,MOGEIRO,NORDESTE,-7.2948078793447015,-35.49706564789181
2509503,25,PB,Paraíba,PARAIBA,Montadas,MONTADAS,NORDESTE,-7.090295603627779,-35.943459168499054
2509602,25,PB,Paraíba,PARAIBA,Monte Horebe,MONTE HOREBE,NORDESTE,-7.206276033227582,-38.537671905135774
2509701,25,PB,Paraíba,PARAIBA,Monteiro,MONTEIRO,NORDESTE,-7.907756892525664,-37.09171628476717
2509800,25,PB,Paraíba,PARAIBA,Mulungu,MULUNGU,NORDESTE,-6.999435100440143,-35.42087555811005
2509909,25,PB,Paraíba,PARAIBA,Natuba,NATUBA,NORDESTE,-7.560171999515708,-35.56293925553297
2510006,25,PB,Paraíba,PARAIBA,Nazarezinho,NAZAREZINHO,NORDESTE,-6.950975820368857,-38.32664444829085
2510105,25,PB,Paraíba,PARAIBA,Nova Floresta,NOVA FLORESTA,NORDESTE,-6.476428346807929,-36.206237962642795
2510204,25,PB,Paraíba,PARAIBA,Nova Olinda,NOVA OLINDA,NORDESTE,-7.473533914905148,-38.018456553280096
2510303,25,PB,Paraíba,PARAIBA,Nova Palmeira,NOVA PALMEIRA,NORDESTE,-6.676194693160575,-36.42642161262959
2510402,25,PB,Paraíba,PARAIBA,Olho d'Água,OLHO DAGUA,NORDESTE,-7.284425012254398,-37.7539862541628
2510501,25,PB,Paraíba,PARAIBA,Olivedos,OLIVEDOS,NORDESTE,-6.977120731639984,-36.249075289699
2510600,25,PB,Paraíba,PARAIBA,Ouro Velho,OURO VELHO,NORDESTE,-7.609807268976355,-37.13807460407402
2510659,25,PB,Paraíba,PARAIBA,Parari,PARARI,NORDESTE,-7.327254919982516,-36.66883361903664
2510709,25,PB,Paraíba,PARAIBA,Passagem,PASSAGEM,NORDESTE,-7.11826061257971,-37.04124751980671
2510808,25,PB,Paraíba,PARAIBA,Patos,PATOS,NORDESTE,-6.995486040560487,-37.3168888236791
2510907,25,PB,Paraíba,PARAIBA,Paulista,PAULISTA,NORDESTE,-6.6269938337299745,-37.608843390900844
2511004,25,PB,Paraíba,PARAIBA,Pedra Branca,PEDRA BRANCA,NORDESTE,-7.458595338353784,-38.080811104893804
2511103,25,PB,Paraíba,PARAIBA,Pedra Lavrada,PEDRA LAVRADA,NORDESTE,-6.772900435840187,-36.38790421301088
2511202,25,PB,Paraíba,PARAIBA,Pedras de Fogo,PEDRAS DE FOGO,NORDESTE,-7.336155077825032,-35.074551035554286
2511301,25,PB,Paraíba,PARAIBA,Piancó,PIANCO,NORDESTE,-7.201296641006758,-37.94218781754245
2511400,25,PB,Paraíba,PARAIBA,Picuí,PICUI,NORDESTE,-6.493063738046148,-36.33707133400881
2511509,25,PB,Paraíba,PARAIBA,Pilar,PILAR,NORDESTE,-7.278912405318463,-35.26668220069667
2511608,25,PB,Paraíba,PARAIBA,Pilões,PILOES,NORDESTE,-6.883192199194384,-35.608408278981216
2511707,25,PB,Paraíba,PARAIBA,Pilõezinhos,PILOEZINHOS,NORDESTE,-6.846176774082107,-35.548969661582575
2511806,25,PB,Paraíba,PARAIBA,Pirpirituba,PIRPIRITUBA,NORDESTE,-6.790742802305854,-35.49588025145625
2511905,25,PB,Paraíba,PARAIBA,Pitimbu,PITIMBU,NORDESTE,-7.430893670847814,-34.84176281200694
2512002,25,PB,Paraíba,PARAIBA,Pocinhos,POCINHOS,NORDESTE,-7.0626602048259794,-36.09365794877803
2512036,25,PB,Paraíba,PARAIBA,Poço Dantas,POCO DANTAS,NORDESTE,-6.389743894580112,-38.51985162408471
2512077,25,PB,Paraíba,PARAIBA,Poço de José de Moura,POCO DE JOSE DE MOURA,NORDESTE,-6.5936679479383145,-38.49893755758352
2512101,25,PB,Paraíba,PARAIBA,Pombal,POMBAL,NORDESTE,-6.772539541595888,-37.85094173089434
2512200,25,PB,Paraíba,PARAIBA,Prata,PRATA,NORDESTE,-7.694727189614077,-37.085792131579645
2512309,25,PB,Paraíba,PARAIBA,Princesa Isabel,PRINCESA ISABEL,NORDESTE,-7.653731429785378,-38.00498681428876
2512408,25,PB,Paraíba,PARAIBA,Puxinanã,PUXINANA,NORDESTE,-7.148750188388116,-35.961639978922
2512507,25,PB,Paraíba,PARAIBA,Queimadas,QUEIMADAS,NORDESTE,-7.399421311935729,-35.91370272080341
2512606,25,PB,Paraíba,PARAIBA,Quixaba,QUIXABA,NORDESTE,-7.040681620882737,-37.13550479302397
2512705,25,PB,Paraíba,PARAIBA,Remígio,REMIGIO,NORDESTE,-6.926842099769179,-35.84880129407992
2512721,25,PB,Paraíba,PARAIBA,Pedro Régis,PEDRO REGIS,NORDESTE,-6.668127934189252,-35.29109651300813
2512747,25,PB,Paraíba,PARAIBA,Riachão,RIACHAO,NORDESTE,-6.5417612254229205,-35.647424717681844
2512754,25,PB,Paraíba,PARAIBA,Riachão do Bacamarte,RIACHAO DO BACAMARTE,NORDESTE,-7.239640698815948,-35.66923199680397
2512762,25,PB,Paraíba,PARAIBA,Riachão do Poço,RIACHAO DO POCO,NORDESTE,-7.154948404626937,-35.2898727785127
2512788,25,PB,Paraíba,PARAIBA,Riacho de Santo Antônio,RIACHO DE SANTO ANTONIO,NORDESTE,-7.682907518383638,-36.13775310931147
2512804,25,PB,Paraíba,PARAIBA,Riacho dos Cavalos,RIACHO DOS CAVALOS,NORDESTE,-6.478190632939946,-37.63551229874177
2512903,25,PB,Paraíba,PARAIBA,Rio Tinto,RIO TINTO,NORDESTE,-6.796876390851234,-35.03614120352961
2513000,25,PB,Paraíba,PARAIBA,Salgadinho,SALGADINHO,NORDESTE,-7.098730421252423,-36.84213787219131
2513109,25,PB,Paraíba,PARAIBA,Salgado de São Félix,SALGADO DE SAO FELIX,NORDESTE,-7.414727509884286,-35.4635968524832
2513158,25,PB,Paraíba,PARAIBA,Santa Cecília,SANTA CECILIA,NORDESTE,-7.728940448173,-35.92154826903319
2513208,25,PB,Paraíba,PARAIBA,Santa Cruz,SANTA CRUZ,NORDESTE,-6.548844237111608,-38.05281504708601
2513307,25,PB,Paraíba,PARAIBA,Santa Helena,SANTA HELENA,NORDESTE,-6.7304813063898115,-38.58411920871487
2513356,25,PB,Paraíba,PARAIBA,Santa Inês,SANTA INES,NORDESTE,-7.666371769855152,-38.57737456198062
2513406,25,PB,Paraíba,PARAIBA,Santa Luzia,SANTA LUZIA,NORDESTE,-6.917185332202804,-36.90652666343073
2513505,25,PB,Paraíba,PARAIBA,Santana de Mangueira,SANTANA DE MANGUEIRA,NORDESTE,-7.628205209922918,-38.33098295712014
2513604,25,PB,Paraíba,PARAIBA,Santana dos Garrotes,SANTANA DOS GARROTES,NORDESTE,-7.387851621836226,-37.960049823741464
2513653,25,PB,Paraíba,PARAIBA,Joca Claudino,JOCA CLAUDINO,NORDESTE,-6.477103341959769,-38.480938249691114
2513703,25,PB,Paraíba,PARAIBA,Santa Rita,SANTA RITA,NORDESTE,-7.067297612739075,-35.00006839226471
2513802,25,PB,Paraíba,PARAIBA,Santa Teresinha,SANTA TERESINHA,NORDESTE,-7.091142054775497,-37.4453910538729
2513851,25,PB,Paraíba,PARAIBA,Santo André,SANTO ANDRE,NORDESTE,-7.221077231892221,-36.614656981997555
2513901,25,PB,Paraíba,PARAIBA,São Bento,SAO BENTO,NORDESTE,-6.458873924471227,-37.471322347642186
2513927,25,PB,Paraíba,PARAIBA,São Bentinho,SAO BENTINHO,NORDESTE,-6.873778708912714,-37.70717495395707
2513943,25,PB,Paraíba,PARAIBA,São Domingos do Cariri,SAO DOMINGOS DO CARIRI,NORDESTE,-7.588135786601999,-36.40479997218353
2513968,25,PB,Paraíba,PARAIBA,São Domingos,SAO DOMINGOS,NORDESTE,-6.803967070978965,-37.950773269906634
2513984,25,PB,Paraíba,PARAIBA,São Francisco,SAO FRANCISCO,NORDESTE,-6.6351699847443975,-38.059660743966774
2514008,25,PB,Paraíba,PARAIBA,São João do Cariri,SAO JOAO DO CARIRI,NORDESTE,-7.451276977103563,-36.494043312205804
2514107,25,PB,Paraíba,PARAIBA,São João do Tigre,SAO JOAO DO TIGRE,NORDESTE,-8.088917657135283,-36.78743881750726
2514206,25,PB,Paraíba,PARAIBA,São José da Lagoa Tapada,SAO JOSE DA LAGOA TAPADA,NORDESTE,-6.941339195622917,-38.13958072868443
2514305,25,PB,Paraíba,PARAIBA,São José de Caiana,SAO JOSE DE CAIANA,NORDESTE,-7.260567969904035,-38.32662247603677
2514404,25,PB,Paraíba,PARAIBA,São José de Espinharas,SAO JOSE DE ESPINHARAS,NORDESTE,-6.813827258170013,-37.37977223881089
2514453,25,PB,Paraíba,PARAIBA,São José dos Ramos,SAO JOSE DOS RAMOS,NORDESTE,-7.241891208597121,-35.34637761178018
2514503,25,PB,Paraíba,PARAIBA,São José de Piranhas,SAO JOSE DE PIRANHAS,NORDESTE,-7.100730983049166,-38.49210439369192
2514552,25,PB,Paraíba,PARAIBA,São José de Princesa,SAO JOSE DE PRINCESA,NORDESTE,-7.702546874770158,-38.09636033838414
2514602,25,PB,Paraíba,PARAIBA,São José do Bonfim,SAO JOSE DO BONFIM,NORDESTE,-7.149266629935019,-37.300871871281366
2514651,25,PB,Paraíba,PARAIBA,São José do Brejo do Cruz,SAO JOSE DO BREJO DO CRUZ,NORDESTE,-6.235422130777079,-37.35814823551071
2514701,25,PB,Paraíba,PARAIBA,São José do Sabugi,SAO JOSE DO SABUGI,NORDESTE,-6.81718920258053,-36.82344868210314
2514800,25,PB,Paraíba,PARAIBA,São José dos Cordeiros,SAO JOSE DOS CORDEIROS,NORDESTE,-7.429061561741197,-36.86240989791704
2514909,25,PB,Paraíba,PARAIBA,São Mamede,SAO MAMEDE,NORDESTE,-6.92767685069408,-37.08481525828975
2515005,25,PB,Paraíba,PARAIBA,São Miguel de Taipu,SAO MIGUEL DE TAIPU,NORDESTE,-7.240667048997795,-35.19875178609069
2515104,25,PB,Paraíba,PARAIBA,São Sebastião de Lagoa de Roça,SAO SEBASTIAO DE LAGOA DE ROCA,NORDESTE,-7.089178170742468,-35.85393524671913
