CD_MUN,CD_UF,SIGLA_UF,NM_UF,NM_UF_NORM,NM_MUN,NM_MUN_NORM,REGIAO,lat,long
3105707,31,MG,Minas Gerais,MINAS GERAIS,Barra Longa,BARRA LONGA,SUDESTE,-20.275634874444194,-43.06620083098494
3105905,31,MG,Minas Gerais,MINAS GERAIS,Barroso,BARROSO,SUDESTE,-21.183229062723235,-43.95781717324331
3106002,31,MG,Minas Gerais,MINAS GERAIS,Bela Vista de Minas,BELA VISTA DE MINAS,SUDESTE,-19.798036275983808,-43.105587629417016
3106101,31,MG,Minas Gerais,MINAS GERAIS,Belmiro Braga,BELMIRO BRAGA,SUDESTE,-21.98580524618955,-43.46873335218048
3106200,31,MG,Minas Gerais,MINAS GERAIS,Belo Horizonte,BELO HORIZONTE,SUDESTE,-19.902684483210766,-43.95998316861417
3106309,31,MG,Minas Gerais,MINAS GERAIS,Belo Oriente,BELO ORIENTE,SUDESTE,-19.25941638650456,-42.450417452509356
3106408,31,MG,Minas Gerais,MINAS GERAIS,Belo Vale,BELO VALE,SUDESTE,-20.424738453216456,-44.059988622738366
3106507,31,MG,Minas Gerais,MINAS GERAIS,Berilo,BERILO,SUDESTE,-16.862375933343582,-42.494288750203076
3106606,31,MG,Minas Gerais,MINAS GERAIS,Bertópolis,BERTOPOLIS,SUDESTE,-16.974530225957906,-40.574243817190585
3106655,31,MG,Minas Gerais,MINAS GERAIS,Berizal,BERIZAL,SUDESTE,-15.684116390998659,-41.76175820364421
3106705,31,MG,Minas Gerais,MINAS GERAIS,Betim,BETIM,SUDESTE,-19.94746536864034,-44.19916927454382
3106804,31,MG,Minas Gerais,MINAS GERAIS,Bias Fortes,BIAS FORTES,SUDESTE,-21.624690885948063,-43.77367424351669
3106903,31,MG,Minas Gerais,MINAS GERAIS,Bicas,BICAS,SUDESTE,-21.73151177384591,-43.10480191269058
3107000,31,MG,Minas Gerais,MINAS GERAIS,Biquinhas,BIQUINHAS,SUDESTE,-18.757144354344625,-45.53951323893806
3107109,31,MG,Minas Gerais,MINAS GERAIS,Boa Esperança,BOA ESPERANCA,SUDESTE,-21.048560809016177,-45.62114648105378
3107208,31,MG,Minas Gerais,MINAS GERAIS,Bocaina de Minas,BOCAINA DE MINAS,SUDESTE,-22.215716492751408,-44.48275881542237
3107307,31,MG,Minas Gerais,MINAS GERAIS,Bocaiúva,BOCAIUVA,SUDESTE,-17.289724002027093,-43.686537890287475
3107406,31,MG,Minas Gerais,MINAS GERAIS,Bom Despacho,BOM DESPACHO,SUDESTE,-19.684518787492053,-45.28611536590548
3107505,31,MG,Minas Gerais,MINAS GERAIS,Bom Jardim de Minas,BOM JARDIM DE MINAS,SUDESTE,-21.950061487388954,-44.12696423606218
3107604,31,MG,Minas Gerais,MINAS GERAIS,Bom Jesus da Penha,BOM JESUS DA PENHA,SUDESTE,-21.013763687262532,-46.52905405027033
3107703,31,MG,Minas Gerais,MINAS GERAIS,Bom Jesus do Amparo,BOM JESUS DO AMPARO,SUDESTE,-19.717667454246474,-43.468641665944965
3107802,31,MG,Minas Gerais,MINAS GERAIS,Bom Jesus do Galho,BOM JESUS DO GALHO,SUDESTE,-19.74230904873437,-42.351041091747796
3107901,31,MG,Minas Gerais,MINAS GERAIS,Bom Repouso,BOM REPOUSO,SUDESTE,-22.445809485415147,-46.18439034885948
3108008,31,MG,Minas Gerais,MINAS GERAIS,Bom Sucesso,BOM SUCESSO,SUDESTE,-21.02636225220384,-44.784176138963524
3108107,31,MG,Minas Gerais,MINAS GERAIS,Bonfim,BONFIM,SUDESTE,-20.32145029306013,-44.214759156250565
3108206,31,MG,Minas Gerais,MINAS GERAIS,Bonfinópolis de Minas,BONFINOPOLIS DE MINAS,SUDESTE,-16.48635198575015,-46.190389481306056
3108255,31,MG,Minas Gerais,MINAS GERAIS,Bonito de Minas,BONITO DE MINAS,SUDESTE,-14.992765015434012,-44.89675539262003
3108305,31,MG,Minas Gerais,MINAS GERAIS,Borda da Mata,BORDA DA MATA,SUDESTE,-22.256554047474708,-46.15178474814962
3108404,31,MG,Minas Gerais,MINAS GERAIS,Botelhos,BOTELHOS,SUDESTE,-21.636373972420866,-46.41944724927863
3108503,31,MG,Minas Gerais,MINAS GERAIS,Botumirim,BOTUMIRIM,SUDESTE,-16.937849350615892,-43.00563895465107
3108552,31,MG,Minas Gerais,MINAS GERAIS,Brasilândia de Minas,BRASILANDIA DE MINAS,SUDESTE,-16.956983397174255,-45.90247805776092
3108602,31,MG,Minas Gerais,MINAS GERAIS,Brasília de Minas,BRASILIA DE MINAS,SUDESTE,-16.242705990030032,-44.43912083130179
3108701,31,MG,Minas Gerais,MINAS GERAIS,Brás Pires,BRAS PIRES,SUDESTE,-20.8751241619036,-43.22745051398524
3108800,31,MG,Minas Gerais,MINAS GERAIS,Braúnas,BRAUNAS,SUDESTE,-19.025725499078597,-42.71642959912267
3108909,31,MG,Minas Gerais,MINAS GERAIS,Brazópolis,BRAZOPOLIS,SUDESTE,-22.491169627686617,-45.62792745164915
3109006,31,MG,Minas Gerais,MINAS GERAIS,Brumadinho,BRUMADINHO,SUDESTE,-20.177826019649466,-44.12267572777899
3109105,31,MG,Minas Gerais,MINAS GERAIS,Bueno Brandão,BUENO BRANDAO,SUDESTE,-22.486088084287054,-46.35525243520504
3109204,31,MG,Minas Gerais,MINAS GERAIS,Buenópolis,BUENOPOLIS,SUDESTE,-17.88052016032864,-44.04138025021451
3109253,31,MG,Minas Gerais,MINAS GERAIS,Bugre,BUGRE,SUDESTE,-19.357673007068158,-42.31099999195295
3109303,31,MG,Minas Gerais,MINAS GERAIS,Buritis,BURITIS,SUDESTE,-15.453171711321719,-46.60436827234662
3109402,31,MG,Minas Gerais,MINAS GERAIS,Buritizeiro,BURITIZEIRO,SUDESTE,-17.286053343102466,-45.19181003077854
3109451,31,MG,Minas Gerais,MINAS GERAIS,Cabeceira Grande,CABECEIRA GRANDE,SUDESTE,-16.07619317644357,-47.12369820240567
3109501,31,MG,Minas Gerais,MINAS GERAIS,Cabo Verde,CABO VERDE,SUDESTE,-21.481566013574856,-46.39149018722675
3109600,31,MG,Minas Gerais,MINAS GERAIS,Cachoeira da Prata,CACHOEIRA DA PRATA,SUDESTE,-19.516979461206994,-44.47200804645591
3109709,31,MG,Minas Gerais,MINAS GERAIS,Cachoeira de Minas,CACHOEIRA DE MINAS,SUDESTE,-22.362450253401025,-45.79280070918593
3109808,31,MG,Minas Gerais,MINAS GERAIS,Cachoeira Dourada,CACHOEIRA DOURADA,SUDESTE,-18.60733105318086,-49.47892002904537
3109907,31,MG,Minas Gerais,MINAS GERAIS,Caetanópolis,CAETANOPOLIS,SUDESTE,-19.342510627502982,-44.403440581500504
3110004,31,MG,Minas Gerais,MINAS GERAIS,Caeté,CAETE,SUDESTE,-19.867771879148624,-43.63688708202378
3110103,31,MG,Minas Gerais,MINAS GERAIS,Caiana,CAIANA,SUDESTE,-20.725310250378353,-41.90841544545945
3110202,31,MG,Minas Gerais,MINAS GERAIS,Cajuri,CAJURI,SUDESTE,-20.785307348265164,-42.764153066114886
3110301,31,MG,Minas Gerais,MINAS GERAIS,Caldas,CALDAS,SUDESTE,-21.890802540646966,-46.36371071206402
3110400,31,MG,Minas Gerais,MINAS GERAIS,Camacho,CAMACHO,SUDESTE,-20.64084111786161,-45.13217500292276
3110509,31,MG,Minas Gerais,MINAS GERAIS,Camanducaia,CAMANDUCAIA,SUDESTE,-22.78686666947088,-46.07478095438713
3110608,31,MG,Minas Gerais,MINAS GERAIS,Cambuí,CAMBUI,SUDESTE,-22.582710507897414,-46.078334631195716
3110707,31,MG,Minas Gerais,MINAS GERAIS,Cambuquira,CAMBUQUIRA,SUDESTE,-21.858954426335426,-45.26183494554106
3110806,31,MG,Minas Gerais,MINAS GERAIS,Campanário,CAMPANARIO,SUDESTE,-18.28396853086603,-41.73441831372999
3110905,31,MG,Minas Gerais,MINAS GERAIS,Campanha,CAMPANHA,SUDESTE,-21.843906334454104,-45.40845080703367
3111002,31,MG,Minas Gerais,MINAS GERAIS,Campestre,CAMPESTRE,SUDESTE,-21.710404374816566,-46.22148743647665
3111101,31,MG,Minas Gerais,MINAS GERAIS,Campina Verde,CAMPINA VERDE,SUDESTE,-19.479130070552113,-49.81000645519023
3111150,31,MG,Minas Gerais,MINAS GERAIS,Campo Azul,CAMPO AZUL,SUDESTE,-16.50875052524898,-44.76332141675934
3111200,31,MG,Minas Gerais,MINAS GERAIS,Campo Belo,CAMPO BELO,SUDESTE,-20.919680146600644,-45.25590069870125
3111309,31,MG,Minas Gerais,MINAS GERAIS,Campo do Meio,CAMPO DO MEIO,SUDESTE,-21.113603122997674,-45.849638086540104
3111408,31,MG,Minas Gerais,MINAS GERAIS,Campo Florido,CAMPO FLORIDO,SUDESTE,-19.71341320734754,-48.64783661678216
3111507,31,MG,Minas Gerais,MINAS GERAIS,Campos Altos,CAMPOS ALTOS,SUDESTE,-19.604857695505494,-46.197051268871995
3111606,31,MG,Minas Gerais,MINAS GERAIS,Campos Gerais,CAMPOS GERAIS,SUDESTE,-21.258848280539336,-45.75358674854829
3111705,31,MG,Minas Gerais,MINAS GERAIS,Canaã,CANAA,SUDESTE,-20.666799582173752,-42.621833719707084
3111804,31,MG,Minas Gerais,MINAS GERAIS,Canápolis,CANAPOLIS,SUDESTE,-18.75789782605252,-49.271875335637056
3111903,31,MG,Minas Gerais,MINAS GERAIS,Cana Verde,CANA VERDE,SUDESTE,-21.033110886488757,-45.18570720419829
3112000,31,MG,Minas Gerais,MINAS GERAIS,Candeias,CANDEIAS,SUDESTE,-20.74849574161517,-45.27957827134489
3112059,31,MG,Minas Gerais,MINAS GERAIS,Cantagalo,CANTAGALO,SUDESTE,-18.516132270641087,-42.648697061918
3112109,31,MG,Minas Gerais,MINAS GERAIS,Caparaó,CAPARAO,SUDESTE,-20.52721418971606,-41.949506881778525
3112208,31,MG,Minas Gerais,MINAS GERAIS,Capela Nova,CAPELA NOVA,SUDESTE,-20.91733485889432,-43.60860992538534
3112307,31,MG,Minas Gerais,MINAS GERAIS,Capelinha,CAPELINHA,SUDESTE,-17.69287311215263,-42.491958856031935
3112406,31,MG,Minas Gerais,MINAS GERAIS,Capetinga,CAPETINGA,SUDESTE,-20.657294037354422,-47.03178980969007
3112505,31,MG,Minas Gerais,MINAS GERAIS,Capim Branco,CAPIM BRANCO,SUDESTE,-19.57006402409565,-44.1676992724362
3112604,31,MG,Minas Gerais,MINAS GERAIS,Capinópolis,CAPINOPOLIS,SUDESTE,-18.687228669215436,-49.5815888253593
3112653,31,MG,Minas Gerais,MINAS GERAIS,Capitão Andrade,CAPITAO ANDRADE,SUDESTE,-19.05119748873186,-41.822159179345576
3112703,31,MG,Minas Gerais,MINAS GERAIS,Capitão Enéas,CAPITAO ENEAS,SUDESTE,-16.136242180138794,-43.664659679035466
3112802,31,MG,Minas Gerais,MINAS GERAIS,Capitólio,CAPITOLIO,SUDESTE,-20.612656861371644,-46.14419179607398
3112901,31,MG,Minas Gerais,MINAS GERAIS,Caputira,CAPUTIRA,SUDESTE,-20.17647884831596,-42.25230995761875
3113008,31,MG,Minas Gerais,MINAS GERAIS,Caraí,CARAI,SUDESTE,-17.173580608036755,-41.583521861391894
3113107,31,MG,Minas Gerais,MINAS GERAIS,Caranaíba,CARANAIBA,SUDESTE,-20.89121067614779,-43.72070321364163
3113206,31,MG,Minas Gerais,MINAS GERAIS,Carandaí,CARANDAI,SUDESTE,-20.99668155262093,-43.84434061427271
3113305,31,MG,Minas Gerais,MINAS GERAIS,Carangola,CARANGOLA,SUDESTE,-20.702657638686254,-42.08752183322726
3113404,31,MG,Minas Gerais,MINAS GERAIS,Caratinga,CARATINGA,SUDESTE,-19.71213002937623,-42.101956006556705
3113503,31,MG,Minas Gerais,MINAS GERAIS,Carbonita,CARBONITA,SUDESTE,-17.494130053366504,-43.05771164655412
3113602,31,MG,Minas Gerais,MINAS GERAIS,Careaçu,CAREACU,SUDESTE,-22.078619958676466,-45.66441935207086
3113701,31,MG,Minas Gerais,MINAS GERAIS,Carlos Chagas,CARLOS CHAGAS,SUDESTE,-17.674179942162844,-40.842006037847725
3113800,31,MG,Minas Gerais,MINAS GERAIS,Carmésia,CARMESIA,SUDESTE,-19.060346504203277,-43.17444066537207
3113909,31,MG,Minas Gerais,MINAS GERAIS,Carmo da Cachoeira,CARMO DA CACHOEIRA,SUDESTE,-21.453963706810374,-45.19643413343465
3114006,31,MG,Minas Gerais,MINAS GERAIS,Carmo da Mata,CARMO DA MATA,SUDESTE,-20.559671941455726,-44.89182380056664
3114105,31,MG,Minas Gerais,MINAS GERAIS,Carmo de Minas,CARMO DE MINAS,SUDESTE,-22.0919982789387,-45.16150913132064
3114204,31,MG,Minas Gerais,MINAS GERAIS,Carmo do Cajuru,CARMO DO CAJURU,SUDESTE,-20.196476492004496,-44.701149950630864
3114303,31,MG,Minas Gerais,MINAS GERAIS,Carmo do Paranaíba,CARMO DO PARANAIBA,SUDESTE,-18.907661444954083,-46.18518470180202
3114402,31,MG,Minas Gerais,MINAS GERAIS,Carmo do Rio Claro,CARMO DO RIO CLARO,SUDESTE,-20.97210381759226,-46.09910124149286
3114501,31,MG,Minas Gerais,MINAS GERAIS,Carmópolis de Minas,CARMOPOLIS DE MINAS,SUDESTE,-20.561910496196155,-44.6478566474734
3114550,31,MG,Minas Gerais,MINAS GERAIS,Carneirinho,CARNEIRINHO,SUDESTE,-19.75024021388833,-50.829818282096454
3114600,31,MG,Minas Gerais,MINAS GERAIS,Carrancas,CARRANCAS,SUDESTE,-21.49635338123471,-44.612082716814456
3114709,31,MG,Minas Gerais,MINAS GERAIS,Carvalhópolis,CARVALHOPOLIS,SUDESTE,-21.77281832563907,-45.83051426746956
3114808,31,MG,Minas Gerais,MINAS GERAIS,Carvalhos,CARVALHOS,SUDESTE,-22.02256039034023,-44.48860863203328
3114907,31,MG,Minas Gerais,MINAS GERAIS,Casa Grande,CASA GRANDE,SUDESTE,-20.836185696866973,-43.938017357025636
3115003,31,MG,Minas Gerais,MINAS GERAIS,Cascalho Rico,CASCALHO RICO,SUDESTE,-18.568644573362597,-47.87695545603904
3115102,31,MG,Minas Gerais,MINAS GERAIS,Cássia,CASSIA,SUDESTE,-20.542592497581037,-46.929006994443604
3115201,31,MG,Minas Gerais,MINAS GERAIS,Conceição da Barra de Minas,CONCEICAO DA BARRA DE MINAS,SUDESTE,-21.145102672799897,-44.49307408600205
3115300,31,MG,Minas Gerais,MINAS GERAIS,Cataguases,CATAGUASES,SUDESTE,-21.342414856731274,-42.67405707189206
3115359,31,MG,Minas Gerais,MINAS GERAIS,Catas Altas,CATAS ALTAS,SUDESTE,-20.07548971535419,-43.407787114472875
3115409,31,MG,Minas Gerais,MINAS GERAIS,Catas Altas da Noruega,CATAS ALTAS DA NORUEGA,SUDESTE,-20.669584762565197,-43.49997697331858
3115458,31,MG,Minas Gerais,MINAS GERAIS,Catuji,CATUJI,SUDESTE,-17.371747156115752,-41.49847714162448
3115474,31,MG,Minas Gerais,MINAS GERAIS,Catuti,CATUTI,SUDESTE,-15.335646236403054,-43.09741108012453
3115508,31,MG,Minas Gerais,MINAS GERAIS,Caxambu,CAXAMBU,SUDESTE,-21.977631841284875,-44.9472856770272
3115607,31,MG,Minas Gerais,MINAS GERAIS,Cedro do Abaeté,CEDRO DO ABAETE,SUDESTE,-19.12089520700713,-45.69862622212381
3115706,31,MG,Minas Gerais,MINAS GERAIS,Central de Minas,CENTRAL DE MINAS,SUDESTE,-18.768434190199066,-41.29486248109901
3115805,31,MG,Minas Gerais,MINAS GERAIS,Centralina,CENTRALINA,SUDESTE,-18.632544506552872,-49.16251488304688
3115904,31,MG,Minas Gerais,MINAS GERAIS,Chácara,CHACARA,SUDESTE,-21.686638765605675,-43.21321473754268
3116001,31,MG,Minas Gerais,MINAS GERAIS,Chalé,CHALE,SUDESTE,-20.030977813883148,-41.659783517659626
3116100,31,MG,Minas Gerais,MINAS GERAIS,Chapada do Norte,CHAPADA DO NORTE,SUDESTE,-17.14736476077242,-42.41215628057791
3116159,31,MG,Minas Gerais,MINAS GERAIS,Chapada Gaúcha,CHAPADA GAUCHA,SUDESTE,-15.469379676810114,-45.45857051832693
3116209,31,MG,Minas Gerais,MINAS GERAIS,Chiador,CHIADOR,SUDESTE,-22.002991737706292,-43.02965711003837
3116308,31,MG,Minas Gerais,MINAS GERAIS,Cipotânea,CIPOTANEA,SUDESTE,-20.923988340500532,-43.358164883838214
3116407,31,MG,Minas Gerais,MINAS GERAIS,Claraval,CLARAVAL,SUDESTE,-20.36937886511867,-47.23949729431629
3116506,31,MG,Minas Gerais,MINAS GERAIS,Claro dos Poções,CLARO DOS POCOES,SUDESTE,-17.068713025312523,-44.22812729456394
3116605,31,MG,Minas Gerais,MINAS GERAIS,Cláudio,CLAUDIO,SUDESTE,-20.397398014831296,-44.775941985720564
3116704,31,MG,Minas Gerais,MINAS GERAIS,Coimbra,COIMBRA,SUDESTE,-20.843830466980496,-42.79149283513334
3116803,31,MG,Minas Gerais,MINAS GERAIS,Coluna,COLUNA,SUDESTE,-18.24800165552109,-42.839395099698926
3116902,31,MG,Minas Gerais,MINAS GERAIS,Comendador Gomes,COMENDADOR GOMES,SUDESTE,-19.67218341807466,-49.07093063193252
3117009,31,MG,Minas Gerais,MINAS GERAIS,Comercinho,COMERCINHO,SUDESTE,-16.285007882777148,-41.767496239632564
3117108,31,MG,Minas Gerais,MINAS GERAIS,Conceição da Aparecida,CONCEICAO DA APARECIDA,SUDESTE,-21.096958331377728,-46.22593565691561
3117207,31,MG,Minas Gerais,MINAS GERAIS,Conceição das Pedras,CONCEICAO DAS PEDRAS,SUDESTE,-22.146986130904963,-45.42518180560439
3117306,31,MG,Minas Gerais,MINAS GERAIS,Conceição das Alagoas,CONCEICAO DAS ALAGOAS,SUDESTE,-19.959758039211934,-48.36147834833622
3117405,31,MG,Minas Gerais,MINAS GERAIS,Conceição de Ipanema,CONCEICAO DE IPANEMA,SUDESTE,-19.913520425735417,-41.686727268567715
3117504,31,MG,Minas Gerais,MINAS GERAIS,Conceição do Mato Dentro,CONCEICAO DO MATO DENTRO,SUDESTE,-18.936963284737793,-43.50788957870559
3117603,31,MG,Minas Gerais,MINAS GERAIS,Conceição do Pará,CONCEICAO DO PARA,SUDESTE,-19.78566482763345,-44.87173354951375
3117702,31,MG,Minas Gerais,MINAS GERAIS,Conceição do Rio Verde,CONCEICAO DO RIO VERDE,SUDESTE,-21.897323087226017,-45.09082316080856
3117801,31,MG,Minas Gerais,MINAS GERAIS,Conceição dos Ouros,CONCEICAO DOS OUROS,SUDESTE,-22.447735670209145,-45.775070959751964
3117836,31,MG,Minas Gerais,MINAS GERAIS,Cônego Marinho,CONEGO MARINHO,SUDESTE,-14.984688509784702,-44.59639602730045
3117876,31,MG,Minas Gerais,MINAS GERAIS,Confins,CONFINS,SUDESTE,-19.642126632808147,-43.974960429973244
3117900,31,MG,Minas Gerais,MINAS GERAIS,Congonhal,CONGONHAL,SUDESTE,-22.143381190379994,-46.04137599043266
3118007,31,MG,Minas Gerais,MINAS GERAIS,Congonhas,CONGONHAS,SUDESTE,-20.516106954580547,-43.86162576689343
3118106,31,MG,Minas Gerais,MINAS GERAIS,Congonhas do Norte,CONGONHAS DO NORTE,SUDESTE,-18.86335683643431,-43.687167235107815
3118205,31,MG,Minas Gerais,MINAS GERAIS,Conquista,CONQUISTA,SUDESTE,-19.883577586294713,-47.623889699591054
3118304,31,MG,Minas Gerais,MINAS GERAIS,Conselheiro Lafaiete,CONSELHEIRO LAFAIETE,SUDESTE,-20.666008440486753,-43.788656797255335
3118403,31,MG,Minas Gerais,MINAS GERAIS,Conselheiro Pena,CONSELHEIRO PENA,SUDESTE,-19.17019812732562,-41.4567179608482
3118502,31,MG,Minas Gerais,MINAS GERAIS,Consolação,CONSOLACAO,SUDESTE,-22.53645928113547,-45.91554506911367
3118601,31,MG,Minas Gerais,MINAS GERAIS,Contagem,CONTAGEM,SUDESTE,-19.8871772265579,-44.0840001349188
3118700,31,MG,Minas Gerais,MINAS GERAIS,Coqueiral,COQUEIRAL,SUDESTE,-21.169044031116123,-45.41533764060713
3118809,31,MG,Minas Gerais,MINAS GERAIS,Coração de Jesus,CORACAO DE JESUS,SUDESTE,-16.613170654670583,-44.378750194781105
3118908,31,MG,Minas Gerais,MINAS GERAIS,Cordisburgo,CORDISBURGO,SUDESTE,-19.092099094597803,-44.20501816926034
3119005,31,MG,Minas Gerais,MINAS GERAIS,Cordislândia,CORDISLANDIA,SUDESTE,-21.781936887384816,-45.662112064480134
3119104,31,MG,Minas Gerais,MINAS GERAIS,Corinto,CORINTO,SUDESTE,-18.33549067395952,-44.61752373037334
3119203,31,MG,Minas Gerais,MINAS GERAIS,Coroaci,COROACI,SUDESTE,-18.616931274846213,-42.26861134533633
3119302,31,MG,Minas Gerais,MINAS GERAIS,Coromandel,COROMANDEL,SUDESTE,-18.413084159513826,-47.13682198420404
3119401,31,MG,Minas Gerais,MINAS GERAIS,Coronel Fabriciano,CORONEL FABRICIANO,SUDESTE,-19.458587478643455,-42.68992504517696
3119500,31,MG,Minas Gerais,MINAS GERAIS,Coronel Murta,CORONEL MURTA,SUDESTE,-16.5912843672418,-42.1763035287165
3119609,31,MG,Minas Gerais,MINAS GERAIS,Coronel Pacheco,CORONEL PACHECO,SUDESTE,-21.60466820672943,-43.29309552583544
3119708,31,MG,Minas Gerais,MINAS GERAIS,Coronel Xavier Chaves,CORONEL XAVIER CHAVES,SUDESTE,-21.024663303423907,-44.19662414671736
3119807,31,MG,Minas Gerais,MINAS GERAIS,Córrego Danta,CORREGO DANTA,SUDESTE,-19.781584556026548,-45.98288236953002
3119906,31,MG,Minas Gerais,MINAS GERAIS,Córrego do Bom Jesus,CORREGO DO BOM JESUS,SUDESTE,-22.63445638039617,-45.993174024361146
3119955,31,MG,Minas Gerais,MINAS GERAIS,Córrego Fundo,CORREGO FUNDO,SUDESTE,-20.450820146779982,-45.5321292652874
3120003,31,MG,Minas Gerais,MINAS GERAIS,Córrego Novo,CORREGO NOVO,SUDESTE,-19.830498837160775,-42.44572048868471
3120102,31,MG,Minas Gerais,MINAS GERAIS,Couto de Magalhães de Minas,COUTO DE MAGALHAES DE MINAS,SUDESTE,-18.08448574837389,-43.439816682370804
3120151,31,MG,Minas Gerais,MINAS GERAIS,Crisólita,CRISOLITA,SUDESTE,-17.240101874243397,-40.96148323267824
3120201,31,MG,Minas Gerais,MINAS GERAIS,Cristais,CRISTAIS,SUDESTE,-20.811077723511474,-45.55739328599694
3120300,31,MG,Minas Gerais,MINAS GERAIS,Cristália,CRISTALIA,SUDESTE,-16.718634773729477,-42.82101615792897
3120409,31,MG,Minas Gerais,MINAS GERAIS,Cristiano Otoni,CRISTIANO OTONI,SUDESTE,-20.83549154270931,-43.82689381719867
3120508,31,MG,Minas Gerais,MINAS GERAIS,Cristina,CRISTINA,SUDESTE,-22.2056651526478,-45.28940510459307
3120607,31,MG,Minas Gerais,MINAS GERAIS,Crucilândia,CRUCILANDIA,SUDESTE,-20.404057098385444,-44.35977107289888
3120706,31,MG,Minas Gerais,MINAS GERAIS,Cruzeiro da Fortaleza,CRUZEIRO DA FORTALEZA,SUDESTE,-18.97224645763449,-46.67617234761652
3120805,31,MG,Minas Gerais,MINAS GERAIS,Cruzília,CRUZILIA,SUDESTE,-21.730683247481192,-44.79782459100762
3120839,31,MG,Minas Gerais,MINAS GERAIS,Cuparaque,CUPARAQUE,SUDESTE,-19.009293128719293,-41.12930980624727
3120870,31,MG,Minas Gerais,MINAS GERAIS,Curral de Dentro,CURRAL DE DENTRO,SUDESTE,-15.861783037581233,-41.76481219461374
3120904,31,MG,Minas Gerais,MINAS GERAIS,Curvelo,CURVELO,SUDESTE,-18.81990815563533,-44.44788538571532
3121001,31,MG,Minas Gerais,MINAS GERAIS,Datas,DATAS,SUDESTE,-18.47111499802855,-43.647668209432204
3121100,31,MG,Minas Gerais,MINAS GERAIS,Delfim Moreira,DELFIM MOREIRA,SUDESTE,-22.50707249554609,-45.287801864993234
3121209,31,MG,Minas Gerais,MINAS GERAIS,Delfinópolis,DELFINOPOLIS,SUDESTE,-20.356718005359454,-46.77278205516308
3121258,31,MG,Minas Gerais,MINAS GERAIS,Delta,DELTA,SUDESTE,-19.936075992144563,-47.809707331924024
3121308,31,MG,Minas Gerais,MINAS GERAIS,Descoberto,DESCOBERTO,SUDESTE,-21.446763234706882,-42.96351124106737
3121407,31,MG,Minas Gerais,MINAS GERAIS,Desterro de Entre Rios,DESTERRO DE ENTRE RIOS,SUDESTE,-20.62973045987306,-44.27134859979145
3121506,31,MG,Minas Gerais,MINAS GERAIS,Desterro do Melo,DESTERRO DO MELO,SUDESTE,-21.150650379153962,-43.51975663895613
3121605,31,MG,Minas Gerais,MINAS GERAIS,Diamantina,DIAMANTINA,SUDESTE,-17.993791308045008,-43.610796014947496
3121704,31,MG,Minas Gerais,MINAS GERAIS,Diogo de Vasconcelos,DIOGO DE VASCONCELOS,SUDESTE,-20.481323672200514,-43.18388386966071
3121803,31,MG,Minas Gerais,MINAS GERAIS,Dionísio,DIONISIO,SUDESTE,-19.83681638467427,-42.67908808274268
3121902,31,MG,Minas Gerais,MINAS GERAIS,Divinésia,DIVINESIA,SUDESTE,-20.98791588101002,-42.998061164331666
3122009,31,MG,Minas Gerais,MINAS GERAIS,Divino,DIVINO,SUDESTE,-20.589990529136426,-42.17542423138516
3122108,31,MG,Minas Gerais,MINAS GERAIS,Divino das Laranjeiras,DIVINO DAS LARANJEIRAS,SUDESTE,-18.71245298239559,-41.506988451130525
3122207,31,MG,Minas Gerais,MINAS GERAIS,Divinolândia de Minas,DIVINOLANDIA DE MINAS,SUDESTE,-18.782268046728202,-42.573422235430215
3122306,31,MG,Minas Gerais,MINAS GERAIS,Divinópolis,DIVINOPOLIS,SUDESTE,-20.123715891951285,-44.930691650970225
3122355,31,MG,Minas Gerais,MINAS GERAIS,Divisa Alegre,DIVISA ALEGRE,SUDESTE,-15.698672996634972,-41.37406780589707
3122405,31,MG,Minas Gerais,MINAS GERAIS,Divisa Nova,DIVISA NOVA,SUDESTE,-21.5179130494161,-46.24508203463225
3122454,31,MG,Minas Gerais,MINAS GERAIS,Divisópolis,DIVISOPOLIS,SUDESTE,-15.762882506629742,-40.91231189808605
3122470,31,MG,Minas Gerais,MINAS GERAIS,Dom Bosco,DOM BOSCO,SUDESTE,-16.740318084175414,-46.28992032224483
3122504,31,MG,Minas Gerais,MINAS GERAIS,Dom Cavati,DOM CAVATI,SUDESTE,-19.385971529681782,-42.09123261489542
3122603,31,MG,Minas Gerais,MINAS GERAIS,Dom Joaquim,DOM JOAQUIM,SUDESTE,-18.92828409760321,-43.25924847004535
3122702,31,MG,Minas Gerais,MINAS GERAIS,Dom Silvério,DOM SILVERIO,SUDESTE,-20.13464147142523,-42.94623026855699
3122801,31,MG,Minas Gerais,MINAS GERAIS,Dom Viçoso,DOM VICOSO,SUDESTE,-22.22856580754772,-45.142826412323494
3122900,31,MG,Minas Gerais,MINAS GERAIS,Dona Euzébia,DONA EUZEBIA,SUDESTE,-21.331451581705018,-42.80105571027803
3123007,31,MG,Minas Gerais,MINAS GERAIS,Dores de Campos,DORES DE CAMPOS,SUDESTE,-21.100142802178226,-43.989613932924705
3123106,31,MG,Minas Gerais,MINAS GERAIS,Dores de Guanhães,DORES DE GUANHAES,SUDESTE,-19.054016827760712,-42.9311094695005
3123205,31,MG,Minas Gerais,MINAS GERAIS,Dores do Indaiá,DORES DO INDAIA,SUDESTE,-19.489653116222676,-45.547328195089214
