name	pathogen	test_result	epiweek	0-4	19-29	29-39	39-49	4-9	49-59	59-69	69-79	80+	9-19
Brasil	PARA	Neg	2022-04-02	66	0	0	1	19	1	0	1	0	8
Brasil	COVS	Pos	2022-04-02	0	0	0	0	0	0	0	0	0	0
Brasil	VSR	Pos	2022-04-02	103	5	7	4	12	4	2	1	2	4
Brasil	BOCA	Pos	2022-04-02	0	0	0	0	0	0	0	0	0	0
Brasil	ADENO	Pos	2022-04-02	11	0	0	0	0	0	0	0	0	0
Brasil	META	Pos	2022-04-09	7	0	0	0	3	0	0	0	0	0
Brasil	ENTERO	Pos	2022-04-09	0	0	0	0	0	0	0	0	0	0
Brasil	VSR	Pos	2022-04-09	51	5	5	8	16	4	1	1	3	5
Brasil	ENTERO	Neg	2022-04-09	0	0	0	0	1	0	0	0	0	0
Brasil	FLUB	Neg	2022-04-09	105	59	70	39	42	42	19	11	9	39
Brasil	FLUB	Pos	2022-04-09	0	0	0	0	0	0	0	0	0	0
Brasil	ADENO	Neg	2022-04-09	33	0	0	0	15	0	0	0	0	7
Brasil	COVS	Pos	2022-04-09	0	0	0	0	0	0	0	0	0	0
Brasil	RINO	Neg	2022-04-09	20	0	0	0	7	0	0	0	0	3
Brasil	PARA	Pos	2022-04-09	2	0	0	0	0	0	0	0	0	0
Brasil	RINO	Pos	2022-04-09	16	0	0	0	8	0	0	0	0	5
Brasil	FLUA	Neg	2022-04-09	377	75	94	89	245	64	41	35	22	145
Brasil	FLUA	Pos	2022-04-09	0	0	0	2	1	0	0	0	0	1
Brasil	SC2	Neg	2022-04-09	368	74	87	85	235	60	35	30	22	132
Brasil	COVS	Neg	2022-04-09	36	0	0	0	15	0	0	0	0	8
Brasil	BAC	Neg	2022-04-09	36	0	0	0	15	0	0	0	0	8
Brasil	BOCA	Pos	2022-04-09	0	0	0	0	0	0	0	0	0	0
Brasil	META	Neg	2022-04-09	29	0	0	0	12	0	0	0	0	8
Brasil	SC2	Pos	2022-04-09	6	1	5	6	5	4	6	4	0	11
Brasil	VSR	Neg	2022-04-09	326	70	89	83	230	60	40	34	19	141
Brasil	PARA	Neg	2022-04-09	34	0	0	0	15	0	0	0	0	8
Brasil	BOCA	Neg	2022-04-09	0	0	0	0	1	0	0	0	0	0
Brasil	BAC	Pos	2022-04-09	0	0	0	0	0	0	0	0	0	0
Brasil	ADENO	Pos	2022-04-09	3	0	0	0	0	0	0	0	0	1
Brasil	BOCA	Pos	2022-04-16	0	0	0	0	0	0	0	0	0	0
Brasil	VSR	Pos	2022-04-16	89	3	2	2	15	2	1	1	0	3
Brasil	RINO	Neg	2022-04-16	19	1	0	0	9	0	0	0	0	3
Brasil	COVS	Pos	2022-04-16	0	0	0	0	0	0	0	0	0	0
Brasil	FLUB	Neg	2022-04-16	97	7	19	11	36	7	4	6	2	19
Brasil	SC2	Neg	2022-04-16	404	29	44	42	225	28	22	24	23	70
Brasil	ADENO	Neg	2022-04-16	37	1	0	0	15	0	0	0	0	4
Brasil	BAC	Neg	2022-04-16	42	1	0	0	16	0	0	0	0	6
Brasil	RINO	Pos	2022-04-16	23	0	0	0	7	0	0	0	0	3
Brasil	ENTERO	Neg	2022-04-16	0	0	0	0	0	0	0	0	0	0
Brasil	COVS	Neg	2022-04-16	42	1	0	0	16	0	0	0	0	6
Brasil	PARA	Pos	2022-04-16	4	0	0	0	1	0	0	0	0	0
Brasil	FLUA	Pos	2022-04-16	1	0	0	0	4	0	0	0	0	0
Brasil	FLUB	Pos	2022-04-16	0	0	0	0	0	0	0	0	0	0
Brasil	FLUA	Neg	2022-04-16	417	32	51	47	224	34	26	25	24	81
Brasil	META	Pos	2022-04-16	18	0	0	0	4	0	0	0	0	0
Brasil	PARA	Neg	2022-04-16	38	1	0	0	15	0	0	0	0	6
Brasil	SC2	Pos	2022-04-16	12	3	7	5	0	6	4	1	1	9
Brasil	META	Neg	2022-04-16	24	1	0	0	12	0	0	0	0	6
Brasil	ENTERO	Pos	2022-04-16	0	0	0	0	0	0	0	0	0	0
Brasil	ADENO	Pos	2022-04-16	5	0	0	0	1	0	0	0	0	2
Brasil	BOCA	Neg	2022-04-16	0	0	0	0	0	0	0	0	0	0
Brasil	BAC	Pos	2022-04-16	0	0	0	0	0	0	0	0	0	0
Brasil	VSR	Neg	2022-04-16	329	29	49	45	213	32	25	24	24	78
Brasil	VSR	Neg	2022-04-23	365	21	55	63	176	44	21	30	41	75
Brasil	META	Pos	2022-04-23	16	0	0	0	2	0	0	0	0	2
Brasil	RINO	Pos	2022-04-23	22	0	0	0	3	0	1	0	0	1
Brasil	SC2	Pos	2022-04-23	13	3	4	5	4	7	2	2	4	9
Brasil	PARA	Neg	2022-04-23	42	2	0	2	6	0	1	2	0	10
Brasil	PARA	Pos	2022-04-23	10	0	0	0	1	0	0	0	0	1
Brasil	SC2	Neg	2022-04-23	461	23	53	61	184	42	19	32	41	71
Brasil	ADENO	Neg	2022-04-23	48	2	0	2	6	0	1	2	0	11
Brasil	VSR	Pos	2022-04-23	117	5	2	3	12	5	0	4	4	5
Brasil	RINO	Neg	2022-04-23	30	2	0	2	4	0	0	2	0	10
Brasil	META	Neg	2022-04-23	36	2	0	2	5	0	1	2	0	9
Brasil	BAC	Neg	2022-04-23	52	2	0	2	7	0	1	2	0	11
Brasil	COVS	Neg	2022-04-23	52	2	0	2	7	0	1	2	0	11
Brasil	COVS	Pos	2022-04-23	0	0	0	0	0	0	0	0	0	0
Brasil	BOCA	Pos	2022-04-23	1	0	0	0	0	0	0	0	0	0
Brasil	FLUB	Neg	2022-04-23	180	13	28	23	32	20	8	14	14	23
Brasil	FLUB	Pos	2022-04-23	0	0	0	0	0	0	0	0	0	0
Brasil	BAC	Pos	2022-04-23	0	0	0	0	0	0	0	0	0	0
Brasil	FLUA	Neg	2022-04-23	479	26	55	65	187	49	21	34	45	79
Brasil	FLUA	Pos	2022-04-23	3	0	2	1	1	0	0	0	0	1
Brasil	ENTERO	Pos	2022-04-23	0	0	0	0	0	0	0	0	0	0
Brasil	ENTERO	Neg	2022-04-23	3	0	0	2	0	0	1	2	0	0
Brasil	BOCA	Neg	2022-04-23	2	0	0	2	0	0	1	2	0	0
Brasil	ADENO	Pos	2022-04-23	4	0	0	0	1	0	0	0	0	0
Brasil	PARA	Neg	2022-04-30	34	1	0	2	9	0	1	1	2	8
Brasil	SC2	Neg	2022-04-30	461	34	73	92	199	44	43	38	57	108
Brasil	FLUA	Pos	2022-04-30	2	1	1	1	2	0	0	0	0	3
Brasil	BAC	Neg	2022-04-30	39	1	0	2	12	0	1	1	2	9
Brasil	ADENO	Pos	2022-04-30	6	0	0	0	1	0	0	0	0	0
Brasil	BOCA	Neg	2022-04-30	2	0	0	2	1	0	1	1	2	1
Brasil	COVS	Neg	2022-04-30	39	1	0	2	11	0	1	1	2	9
Brasil	COVS	Pos	2022-04-30	0	0	0	0	1	0	0	0	0	0
Brasil	FLUB	Neg	2022-04-30	187	17	36	44	48	25	18	22	23	31
Brasil	BOCA	Pos	2022-04-30	0	0	0	0	0	0	0	0	0	0
Brasil	ENTERO	Neg	2022-04-30	2	0	0	2	1	0	1	1	2	1
Brasil	ENTERO	Pos	2022-04-30	0	0	0	0	0	0	0	0	0	0
Brasil	FLUA	Neg	2022-04-30	478	36	82	101	206	55	48	46	62	111
Brasil	SC2	Pos	2022-04-30	14	2	9	9	8	11	5	7	5	4
Brasil	PARA	Pos	2022-04-30	5	0	0	0	3	0	0	0	0	1
Brasil	RINO	Neg	2022-04-30	23	0	0	0	10	0	1	1	2	3
Brasil	META	Pos	2022-04-30	15	0	0	0	3	0	0	0	0	1
Brasil	ADENO	Neg	2022-04-30	33	1	0	2	11	0	1	1	2	9
Brasil	BAC	Pos	2022-04-30	0	0	0	0	0	0	0	0	0	0
Brasil	VSR	Pos	2022-04-30	87	2	9	4	23	3	4	4	3	5
Brasil	FLUB	Pos	2022-04-30	1	0	0	0	0	0	0	0	0	0
Brasil	VSR	Neg	2022-04-30	393	35	74	98	185	52	44	42	59	109
Brasil	META	Neg	2022-04-30	24	1	0	2	9	0	1	1	2	8
Brasil	RINO	Pos	2022-04-30	16	1	0	2	2	0	0	0	0	6
Brasil	META	Pos	2022-05-07	13	0	0	0	0	0	0	0	0	2
Brasil	ADENO	Pos	2022-05-07	5	0	0	0	0	0	0	0	0	0
Brasil	FLUA	Pos	2022-05-07	1	1	4	3	2	0	0	1	0	2
Brasil	BOCA	Neg	2022-05-07	5	1	2	0	0	1	0	0	1	1
Brasil	BAC	Pos	2022-05-07	0	0	0	0	0	0	0	0	0	0
Brasil	SC2	Neg	2022-05-07	487	38	75	87	210	69	36	52	58	103
Brasil	ENTERO	Pos	2022-05-07	0	0	0	0	0	0	0	0	0	0
Brasil	PARA	Neg	2022-05-07	49	3	2	0	8	1	0	0	1	12
Brasil	VSR	Pos	2022-05-07	102	2	5	8	21	2	5	5	8	12
Brasil	COVS	Pos	2022-05-07	0	0	0	0	0	0	0	0	0	0
Brasil	ENTERO	Neg	2022-05-07	5	1	2	0	0	1	0	0	1	1
Brasil	PARA	Pos	2022-05-07	5	0	0	0	0	0	0	0	0	0
Brasil	FLUB	Pos	2022-05-07	0	0	0	0	0	0	0	0	0	0
Brasil	VSR	Neg	2022-05-07	405	44	83	101	196	83	42	55	52	102
Brasil	BAC	Neg	2022-05-07	54	3	2	0	8	1	0	0	1	12
Brasil	RINO	Pos	2022-05-07	26	0	1	0	4	0	0	0	0	3
Brasil	RINO	Neg	2022-05-07	28	3	1	0	4	1	0	0	1	9
Brasil	META	Neg	2022-05-07	41	3	2	0	8	1	0	0	1	10
Brasil	BOCA	Pos	2022-05-07	0	0	0	0	0	0	0	0	0	0
Brasil	SC2	Pos	2022-05-07	13	8	13	22	5	16	10	7	2	10
Brasil	FLUB	Neg	2022-05-07	234	29	44	48	64	43	26	25	30	48
Brasil	ADENO	Neg	2022-05-07	49	3	2	0	8	1	0	0	1	12
Brasil	FLUA	Neg	2022-05-07	506	45	84	106	215	85	47	59	60	112
Brasil	COVS	Neg	2022-05-07	54	3	2	0	8	1	0	0	1	12
Brasil	META	Neg	2022-05-14	64	2	2	1	15	1	2	0	0	9
Brasil	COVS	Neg	2022-05-14	73	2	2	1	19	1	3	0	0	13
Brasil	BOCA	Neg	2022-05-14	14	2	2	1	2	1	3	0	0	0
Brasil	FLUA	Neg	2022-05-14	616	42	96	127	251	67	60	57	68	184
Brasil	FLUB	Pos	2022-05-14	0	0	0	0	0	0	0	0	0	0
Brasil	ADENO	Pos	2022-05-14	15	0	0	0	1	0	0	0	0	1
Brasil	PARA	Pos	2022-05-14	8	0	0	0	1	0	0	0	0	2
Brasil	ENTERO	Pos	2022-05-14	3	0	0	0	0	0	0	0	0	0
Brasil	BOCA	Pos	2022-05-14	0	0	0	0	0	0	0	0	0	0
Brasil	SC2	Pos	2022-05-14	28	5	24	28	12	22	17	18	7	47
Brasil	META	Pos	2022-05-14	9	0	0	0	4	0	1	0	0	4
Brasil	ADENO	Neg	2022-05-14	58	2	2	1	18	1	3	0	0	12
Brasil	RINO	Neg	2022-05-14	36	0	1	0	12	1	2	0	0	7
Brasil	FLUA	Pos	2022-05-14	2	2	1	0	1	1	3	1	0	4
Brasil	SC2	Neg	2022-05-14	580	39	73	97	237	46	46	40	61	139
Brasil	ENTERO	Neg	2022-05-14	11	2	2	1	2	1	3	0	0	0
Brasil	BAC	Pos	2022-05-14	0	0	0	0	0	0	0	0	0	0
Brasil	RINO	Pos	2022-05-14	37	2	1	1	7	0	1	0	0	6
Brasil	VSR	Pos	2022-05-14	113	5	6	13	20	2	3	5	7	13
Brasil	BAC	Neg	2022-05-14	73	2	2	1	19	1	3	0	0	13
Brasil	COVS	Pos	2022-05-14	0	0	0	0	0	0	0	0	0	0
Brasil	VSR	Neg	2022-05-14	505	39	91	114	232	66	60	53	61	175
Brasil	PARA	Neg	2022-05-14	65	2	2	1	18	1	3	0	0	11
Brasil	FLUB	Neg	2022-05-14	281	25	55	48	66	34	37	27	32	53
Brasil	ENTERO	Neg	2022-05-21	0	0	0	0	0	0	0	0	0	0
Brasil	SC2	Pos	2022-05-21	29	6	28	44	18	25	17	9	13	34
Brasil	VSR	Neg	2022-05-21	490	61	97	145	275	80	80	45	80	182
Brasil	BOCA	Pos	2022-05-21	0	0	0	0	0	0	0	0	0	0
Brasil	RINO	Neg	2022-05-21	34	0	0	0	5	0	0	0	0	6
Brasil	META	Pos	2022-05-21	13	0	0	0	0	0	0	0	0	2
Brasil	VSR	Pos	2022-05-21	96	1	4	11	15	8	7	6	7	5
Brasil	COVS	Neg	2022-05-21	69	0	0	0	17	0	0	0	0	7
Brasil	FLUB	Neg	2022-05-21	279	38	55	65	75	35	47	26	33	56
Brasil	BAC	Pos	2022-05-21	0	0	0	0	0	0	0	0	0	0
Brasil	FLUA	Pos	2022-05-21	1	3	0	1	3	1	1	0	0	7
Brasil	ADENO	Pos	2022-05-21	11	0	0	0	5	0	0	0	0	0
Brasil	PARA	Pos	2022-05-21	10	0	0	0	0	0	0	0	0	2
Brasil	META	Neg	2022-05-21	59	0	0	0	17	0	0	0	0	5
Brasil	BAC	Neg	2022-05-21	72	0	0	0	17	0	0	0	0	7
Brasil	FLUB	Pos	2022-05-21	0	0	0	0	0	0	0	0	0	0
Brasil	ADENO	Neg	2022-05-21	61	0	0	0	12	0	0	0	0	7
Brasil	RINO	Pos	2022-05-21	38	0	0	0	12	0	0	0	0	1
Brasil	PARA	Neg	2022-05-21	62	0	0	0	17	0	0	0	0	5
Brasil	BOCA	Neg	2022-05-21	0	0	0	0	0	0	0	0	0	0
Brasil	FLUA	Neg	2022-05-21	585	59	101	155	287	87	86	51	87	180
Brasil	ENTERO	Pos	2022-05-21	0	0	0	0	0	0	0	0	0	0
Brasil	SC2	Neg	2022-05-21	551	55	72	112	270	61	70	40	74	152
Brasil	COVS	Pos	2022-05-21	3	0	0	0	0	0	0	0	0	0
Brasil	BOCA	Neg	2022-05-28	0	0	0	0	0	0	0	0	0	0
Brasil	SC2	Pos	2022-05-28	65	13	39	75	34	28	21	9	19	41
Brasil	COVS	Neg	2022-05-28	43	0	0	0	16	0	0	0	0	13
Brasil	FLUB	Pos	2022-05-28	0	0	0	0	0	0	0	0	0	0
Brasil	BAC	Pos	2022-05-28	0	0	0	0	0	0	0	0	0	0
Brasil	ENTERO	Neg	2022-05-28	0	0	0	0	0	0	0	0	0	0
Brasil	VSR	Pos	2022-05-28	99	1	4	7	27	5	6	1	9	4
Brasil	PARA	Neg	2022-05-28	22	0	0	0	14	0	0	0	0	11
Brasil	FLUA	Neg	2022-05-28	628	57	150	202	304	96	77	55	102	184
Brasil	BAC	Neg	2022-05-28	43	0	0	0	16	0	0	0	0	13
Brasil	ADENO	Neg	2022-05-28	30	0	0	0	14	0	0	0	0	12
Brasil	VSR	Neg	2022-05-28	532	57	153	202	292	93	72	55	95	194
Brasil	RINO	Neg	2022-05-28	24	0	0	0	4	0	0	0	0	7
Brasil	FLUB	Neg	2022-05-28	265	32	79	77	89	55	40	34	52	66
Brasil	COVS	Pos	2022-05-28	0	0	0	0	0	0	0	0	0	0
Brasil	ENTERO	Pos	2022-05-28	0	0	0	0	0	0	0	0	0	0
Brasil	BOCA	Pos	2022-05-28	0	0	0	0	0	0	0	0	0	0
Brasil	ADENO	Pos	2022-05-28	13	0	0	0	2	0	0	0	0	1
Brasil	META	Pos	2022-05-28	3	0	0	0	0	0	0	0	0	2
Brasil	RINO	Pos	2022-05-28	19	0	0	0	12	0	0	0	0	6
Brasil	PARA	Pos	2022-05-28	21	0	0	0	2	0	0	0	0	2
Brasil	META	Neg	2022-05-28	40	0	0	0	16	0	0	0	0	11
Brasil	FLUA	Pos	2022-05-28	3	1	7	7	15	2	1	1	2	14
Brasil	SC2	Neg	2022-05-28	564	46	118	136	284	70	57	47	84	155
Brasil	SC2	Neg	2022-06-04	585	67	111	123	258	87	72	79	73	159
Brasil	FLUB	Pos	2022-06-04	0	0	0	0	0	0	1	0	0	0
Brasil	BAC	Pos	2022-06-04	0	0	0	0	0	0	0	0	0	0
Brasil	COVS	Pos	2022-06-04	3	0	0	0	1	0	0	0	0	0
Brasil	META	Neg	2022-06-04	59	7	3	1	25	1	0	2	2	13
Brasil	BAC	Neg	2022-06-04	64	7	3	1	27	1	0	2	2	14
Brasil	BOCA	Pos	2022-06-04	0	0	0	0	0	0	0	0	0	0
Brasil	COVS	Neg	2022-06-04	61	7	3	1	26	1	0	2	2	14
Brasil	FLUA	Neg	2022-06-04	659	84	145	210	290	129	100	113	103	205
Brasil	BOCA	Neg	2022-06-04	4	5	3	1	1	1	0	2	2	2
Brasil	META	Pos	2022-06-04	5	0	0	0	2	0	0	0	0	1
Brasil	PARA	Neg	2022-06-04	41	7	3	1	24	1	0	2	2	12
Brasil	VSR	Pos	2022-06-04	89	3	4	3	14	6	4	13	5	10
Brasil	FLUB	Neg	2022-06-04	287	46	73	75	90	64	48	52	45	66
Brasil	ENTERO	Neg	2022-06-04	4	5	3	1	1	1	0	2	2	2
Brasil	FLUA	Pos	2022-06-04	4	7	2	5	14	1	5	3	0	6
Brasil	ENTERO	Pos	2022-06-04	0	0	0	0	0	0	0	0	0	0
Brasil	RINO	Pos	2022-06-04	35	1	1	0	11	0	0	0	0	6
Brasil	SC2	Pos	2022-06-04	71	23	37	90	44	44	33	36	28	51
Brasil	RINO	Neg	2022-06-04	29	6	2	1	16	1	0	2	2	8
Brasil	ADENO	Pos	2022-06-04	11	0	0	0	12	0	0	0	0	1
Brasil	VSR	Neg	2022-06-04	574	88	143	212	290	124	101	103	98	201
Brasil	PARA	Pos	2022-06-04	23	0	0	0	3	0	0	0	0	2
Brasil	ADENO	Neg	2022-06-04	53	7	3	1	15	1	0	2	2	13
Brasil	BAC	Pos	2022-06-11	0	0	0	0	0	0	0	0	0	0
Brasil	BAC	Neg	2022-06-11	79	3	4	2	21	3	3	2	3	14
Brasil	SC2	Neg	2022-06-11	621	40	101	120	256	95	77	57	63	150
Brasil	FLUA	Neg	2022-06-11	707	63	159	201	284	145	121	87	86	180
Brasil	RINO	Pos	2022-06-11	29	1	1	1	9	2	1	2	2	2
Brasil	ENTERO	Neg	2022-06-11	11	3	4	2	3	3	2	2	3	0
Brasil	ADENO	Neg	2022-06-11	54	3	4	2	19	3	3	2	3	12
Brasil	ADENO	Pos	2022-06-11	25	0	0	0	2	0	0	0	0	2
Brasil	FLUB	Neg	2022-06-11	340	45	88	94	96	75	70	40	45	63
Brasil	VSR	Pos	2022-06-11	82	0	1	2	7	4	4	3	0	9
Brasil	COVS	Pos	2022-06-11	4	1	0	0	0	0	0	0	0	1
Brasil	PARA	Neg	2022-06-11	57	3	4	2	17	3	3	2	3	12
Brasil	BOCA	Neg	2022-06-11	10	3	4	2	3	3	3	2	3	0
Brasil	RINO	Neg	2022-06-11	50	2	3	1	12	1	2	0	1	12
Brasil	PARA	Pos	2022-06-11	22	0	0	0	4	0	0	0	0	2
Brasil	META	Neg	2022-06-11	76	3	4	2	21	3	2	2	3	14
Brasil	COVS	Neg	2022-06-11	75	2	4	2	21	3	3	2	3	13
Brasil	SC2	Pos	2022-06-11	87	26	63	84	44	52	44	30	26	46
Brasil	META	Pos	2022-06-11	3	0	0	0	0	0	1	0	0	0
Brasil	BOCA	Pos	2022-06-11	1	0	0	0	0	0	0	0	0	0
Brasil	ENTERO	Pos	2022-06-11	0	0	0	0	0	0	1	0	0	0
Brasil	FLUA	Pos	2022-06-11	3	3	5	6	18	3	1	1	3	15
Brasil	VSR	Neg	2022-06-11	628	66	163	205	295	144	118	85	89	186
Brasil	FLUB	Pos	2022-06-11	0	0	0	0	0	0	1	0	0	0
Brasil	FLUA	Pos	2022-06-18	2	7	5	9	9	3	2	0	0	12
Brasil	VSR	Pos	2022-06-18	69	1	0	1	9	3	0	3	1	1
Brasil	BOCA	Neg	2022-06-18	4	1	1	0	0	1	2	2	2	0
Brasil	BAC	Neg	2022-06-18	62	1	1	1	19	1	2	2	2	13
Brasil	BAC	Pos	2022-06-18	0	0	0	0	0	0	0	0	0	0
Brasil	BOCA	Pos	2022-06-18	0	0	0	1	0	0	0	0	0	0
Brasil	FLUB	Neg	2022-06-18	258	54	95	98	76	55	47	27	37	50
Brasil	ADENO	Pos	2022-06-18	25	0	0	0	7	0	0	0	0	1
Brasil	FLUA	Neg	2022-06-18	542	68	142	171	219	88	85	58	82	105
Brasil	RINO	Neg	2022-06-18	37	1	1	0	12	1	2	2	2	12
Brasil	ENTERO	Pos	2022-06-18	0	0	0	0	0	0	1	0	0	0
Brasil	VSR	Neg	2022-06-18	475	74	147	179	219	88	87	55	81	116
Brasil	SC2	Neg	2022-06-18	469	52	84	90	193	57	58	34	58	82
Brasil	PARA	Pos	2022-06-18	8	0	0	0	3	0	0	0	0	3
Brasil	SC2	Pos	2022-06-18	72	22	61	89	34	33	29	24	22	35
Brasil	RINO	Pos	2022-06-18	25	0	0	1	7	0	0	0	0	1
Brasil	FLUB	Pos	2022-06-18	0	0	0	0	0	0	0	0	0	0
Brasil	META	Neg	2022-06-18	59	1	1	1	17	1	2	2	2	13
Brasil	PARA	Neg	2022-06-18	54	1	1	1	16	1	2	2	2	10
Brasil	COVS	Neg	2022-06-18	56	1	1	1	19	1	2	2	2	12
Brasil	COVS	Pos	2022-06-18	6	0	0	0	0	0	0	0	0	1
Brasil	ADENO	Neg	2022-06-18	37	1	1	1	12	1	2	2	2	12
Brasil	META	Pos	2022-06-18	3	0	0	0	2	0	0	0	0	0
Brasil	ENTERO	Neg	2022-06-18	4	1	1	1	0	1	1	2	2	0
Brasil	FLUB	Neg	2022-06-25	279	47	103	64	68	50	43	40	39	54
Brasil	RINO	Neg	2022-06-25	38	1	2	1	15	0	0	0	3	13
Brasil	BOCA	Pos	2022-06-25	2	0	0	0	0	0	0	0	0	0
Brasil	META	Neg	2022-06-25	64	1	2	1	19	0	1	0	3	18
Brasil	FLUA	Neg	2022-06-25	544	62	153	139	218	98	82	76	98	129
Brasil	COVS	Pos	2022-06-25	8	0	0	0	2	0	0	0	0	0
Brasil	PARA	Pos	2022-06-25	13	0	0	0	4	0	0	0	0	1
Brasil	ADENO	Neg	2022-06-25	40	1	2	1	13	0	1	0	3	14
Brasil	ENTERO	Pos	2022-06-25	1	0	0	0	0	0	0	0	0	0
Brasil	META	Pos	2022-06-25	3	0	0	0	1	0	0	0	0	0
Brasil	VSR	Neg	2022-06-25	508	66	164	141	217	94	80	75	91	139
Brasil	BAC	Neg	2022-06-25	67	1	2	1	20	0	1	0	3	18
Brasil	VSR	Pos	2022-06-25	39	1	2	2	10	4	4	2	7	8
Brasil	ADENO	Pos	2022-06-25	27	0	0	0	7	0	0	0	0	4
Brasil	PARA	Neg	2022-06-25	54	1	2	1	16	0	1	0	3	17
Brasil	FLUA	Pos	2022-06-25	3	5	13	4	9	0	2	1	0	18
Brasil	FLUB	Pos	2022-06-25	0	0	1	0	0	0	0	0	0	0
Brasil	SC2	Pos	2022-06-25	91	23	45	56	43	44	21	28	35	38
Brasil	ENTERO	Neg	2022-06-25	9	0	2	1	0	0	1	0	3	3
Brasil	RINO	Pos	2022-06-25	29	0	0	0	5	0	1	0	0	5
Brasil	COVS	Neg	2022-06-25	59	1	2	1	18	0	1	0	3	18
Brasil	BAC	Pos	2022-06-25	0	0	0	0	0	0	0	0	0	0
Brasil	SC2	Neg	2022-06-25	453	44	120	87	183	52	62	48	62	108
Brasil	BOCA	Neg	2022-06-25	8	0	2	1	0	0	1	0	3	3
Brasil	FLUB	Neg	2022-07-02	249	58	55	69	78	40	38	45	42	47
Brasil	VSR	Neg	2022-07-02	490	87	95	142	243	68	94	85	103	106
Brasil	RINO	Neg	2022-07-02	40	2	2	2	17	1	3	2	2	8
Brasil	VSR	Pos	2022-07-02	52	1	2	1	10	1	0	2	1	3
Brasil	META	Pos	2022-07-02	2	0	0	0	0	0	0	0	0	0
Brasil	BOCA	Pos	2022-07-02	1	0	0	0	0	0	0	0	0	0
Brasil	ADENO	Neg	2022-07-02	41	3	2	2	15	2	3	4	3	10
Brasil	FLUA	Pos	2022-07-02	6	7	9	7	20	0	1	3	4	26
Brasil	FLUB	Pos	2022-07-02	0	0	0	0	0	0	0	0	0	0
Brasil	META	Neg	2022-07-02	62	3	2	2	25	2	3	4	3	11
Brasil	BAC	Pos	2022-07-02	0	0	0	0	0	0	0	0	0	0
Brasil	ENTERO	Neg	2022-07-02	11	3	2	2	4	2	3	4	3	2
Brasil	PARA	Neg	2022-07-02	59	2	2	2	24	2	3	4	3	9
Brasil	ENTERO	Pos	2022-07-02	0	0	0	0	0	0	0	0	0	0
Brasil	ADENO	Pos	2022-07-02	23	0	0	0	10	0	0	0	0	1
Brasil	PARA	Pos	2022-07-02	5	1	0	0	1	0	0	0	0	2
Brasil	BOCA	Neg	2022-07-02	10	3	2	2	4	2	3	4	3	2
Brasil	SC2	Pos	2022-07-02	68	20	29	52	26	32	30	27	41	26
Brasil	RINO	Pos	2022-07-02	24	1	0	0	8	1	0	2	1	3
Brasil	SC2	Neg	2022-07-02	468	68	66	91	226	38	62	60	63	80
Brasil	BAC	Neg	2022-07-02	64	3	2	2	25	2	3	4	3	11
Brasil	COVS	Neg	2022-07-02	56	3	2	2	23	2	3	4	3	11
Brasil	COVS	Pos	2022-07-02	8	0	0	0	2	0	0	0	0	0
Brasil	FLUA	Neg	2022-07-02	536	81	88	136	233	69	93	84	100	83
Brasil	FLUB	Neg	2022-07-09	243	28	69	44	67	46	31	24	33	48
Brasil	BAC	Pos	2022-07-09	0	0	0	0	0	0	0	0	0	0
Brasil	FLUA	Neg	2022-07-09	537	39	86	107	215	72	61	47	55	72
Brasil	META	Pos	2022-07-09	2	0	0	0	0	0	0	0	0	0
Brasil	FLUB	Pos	2022-07-09	1	0	0	0	0	0	0	0	0	0
Brasil	SC2	Neg	2022-07-09	485	31	64	77	217	56	38	32	45	79
Brasil	COVS	Pos	2022-07-09	12	0	2	0	3	0	0	0	1	0
Brasil	COVS	Neg	2022-07-09	40	0	2	3	9	3	1	1	2	14
Brasil	SC2	Pos	2022-07-09	57	14	29	31	14	16	24	16	12	13
Brasil	VSR	Pos	2022-07-09	51	0	0	1	5	2	2	0	0	5
Brasil	VSR	Neg	2022-07-09	498	45	94	109	228	70	60	49	58	87
Brasil	RINO	Pos	2022-07-09	11	0	0	0	3	0	1	0	2	3
Brasil	META	Neg	2022-07-09	50	0	4	3	12	3	1	1	3	14
Brasil	ENTERO	Neg	2022-07-09	8	0	4	3	1	3	1	1	3	1
Brasil	PARA	Neg	2022-07-09	46	0	4	3	12	2	1	1	3	14
Brasil	ADENO	Neg	2022-07-09	32	0	4	3	5	3	1	1	3	11
Brasil	BOCA	Pos	2022-07-09	1	0	0	0	0	0	0	0	0	0
Brasil	ENTERO	Pos	2022-07-09	0	0	0	0	0	0	0	0	0	0
Brasil	ADENO	Pos	2022-07-09	20	0	0	0	7	0	0	0	0	3
Brasil	PARA	Pos	2022-07-09	6	0	0	0	0	1	0	0	0	0
Brasil	FLUA	Pos	2022-07-09	12	6	8	3	18	0	1	2	3	20
Brasil	RINO	Neg	2022-07-09	41	0	4	3	9	3	0	1	1	11
Brasil	BAC	Neg	2022-07-09	52	0	4	3	12	3	1	1	3	14
Brasil	BOCA	Neg	2022-07-09	7	0	4	3	1	3	1	1	3	1
Brasil	FLUA	Pos	2022-07-16	6	2	5	6	9	1	0	1	1	10
Brasil	FLUB	Neg	2022-07-16	228	41	52	46	52	27	36	24	39	30
Brasil	BOCA	Pos	2022-07-16	2	0	0	0	0	0	0	0	0	0
Brasil	VSR	Pos	2022-07-16	27	0	0	0	1	0	0	0	2	1
